,Location,Industry,Edition,Category,Subcategory,Hierarchy_Level,Data_Type,Outlet,Outlet_Hierarchy,Unit,Year_text,Year_date,Volume
2329,3,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2010,"Friday, 31 December 2010",62.28152581
2330,3,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2011,"Saturday, 31 December 2011",67.59559833
2331,3,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2012,"Monday, 31 December 2012",74.62565278
2332,3,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2013,"Tuesday, 31 December 2013",67.75448192
2333,3,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2014,"Wednesday, 31 December 2014",67.28248069
2334,3,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2015,"Thursday, 31 December 2015",67.08701206
2335,3,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2016,"Saturday, 31 December 2016",59.22330018
2336,3,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2017,"Sunday, 31 December 2017",39.8921668
2337,3,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2018,"Monday, 31 December 2018",32.76755082
2338,3,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2019,"Tuesday, 31 December 2019",25.27059347
2339,3,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2020,"Thursday, 31 December 2020",21.26187548
2340,3,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2021,"Friday, 31 December 2021",19.16619995
2341,4,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2007,"Monday, 31 December 2007",25.88640652
2342,4,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2008,"Wednesday, 31 December 2008",26.65677648
2343,4,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2009,"Thursday, 31 December 2009",31.78495908
2344,4,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2010,"Friday, 31 December 2010",33.91203132
2345,4,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2011,"Saturday, 31 December 2011",33.64982049
2346,4,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2012,"Monday, 31 December 2012",36.37628871
2347,4,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2013,"Tuesday, 31 December 2013",33.92462317
2348,4,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2014,"Wednesday, 31 December 2014",32.97041808
2349,4,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2015,"Thursday, 31 December 2015",31.61041017
2350,4,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2016,"Saturday, 31 December 2016",31.3253402
2351,4,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2017,"Sunday, 31 December 2017",29.33363928
2352,4,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2018,"Monday, 31 December 2018",26.87879206
2353,4,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2019,"Tuesday, 31 December 2019",26.51435702
2354,4,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2020,"Thursday, 31 December 2020",25.64777361
2355,4,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2021,"Friday, 31 December 2021",25.38083362
2356,5,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2007,"Monday, 31 December 2007",33.46340854
2357,5,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2008,"Wednesday, 31 December 2008",31.84454723
2358,5,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2009,"Thursday, 31 December 2009",31.19709319
2359,5,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2010,"Friday, 31 December 2010",31.73254245
2360,5,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2011,"Saturday, 31 December 2011",29.87194141
2361,5,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2012,"Monday, 31 December 2012",29.84449746
2362,5,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2013,"Tuesday, 31 December 2013",34.53303436
2363,5,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2014,"Wednesday, 31 December 2014",37.28778765
2364,5,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2015,"Thursday, 31 December 2015",41.57616432
2365,5,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2016,"Saturday, 31 December 2016",44.40862373
2366,5,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2017,"Sunday, 31 December 2017",46.16207649
2367,5,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2018,"Monday, 31 December 2018",49.01507402
2368,5,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2019,"Tuesday, 31 December 2019",52.91620867
2369,5,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2020,"Thursday, 31 December 2020",56.00227799
2370,5,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2021,"Friday, 31 December 2021",59.93187075
2371,6,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2007,"Monday, 31 December 2007",13.82895254
2372,6,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2008,"Wednesday, 31 December 2008",13.53445588
2373,6,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2009,"Thursday, 31 December 2009",13.47094044
2374,6,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2010,"Friday, 31 December 2010",12.85493272
2375,6,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2011,"Saturday, 31 December 2011",13.27910114
2376,6,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2012,"Monday, 31 December 2012",10.92934408
2377,6,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2013,"Tuesday, 31 December 2013",10.98760586
2378,6,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2014,"Wednesday, 31 December 2014",10.50524132
2379,6,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2015,"Thursday, 31 December 2015",10.55909094
2380,6,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2016,"Saturday, 31 December 2016",10.60414586
2381,6,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2017,"Sunday, 31 December 2017",10.98433085
2382,6,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2018,"Monday, 31 December 2018",11.08794767
2383,6,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2019,"Tuesday, 31 December 2019",11.60929575
2384,6,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2020,"Thursday, 31 December 2020",12.23131533
2385,6,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2021,"Friday, 31 December 2021",12.96235696
2386,7,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2007,"Monday, 31 December 2007",24.86353036
2387,7,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2008,"Wednesday, 31 December 2008",22.83771407
2388,7,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2009,"Thursday, 31 December 2009",24.31652553
2389,7,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2010,"Friday, 31 December 2010",25.72862325
2390,7,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2011,"Saturday, 31 December 2011",25.49667803
2391,7,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2012,"Monday, 31 December 2012",22.62028758
2392,7,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2013,"Tuesday, 31 December 2013",22.59464248
2393,7,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2014,"Wednesday, 31 December 2014",22.68230236
2394,7,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2015,"Thursday, 31 December 2015",21.14089821
2395,7,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2016,"Saturday, 31 December 2016",19.24653423
2396,7,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2017,"Sunday, 31 December 2017",18.31300593
2397,7,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2018,"Monday, 31 December 2018",18.01958347
2398,7,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2019,"Tuesday, 31 December 2019",17.26592637
2399,7,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2020,"Thursday, 31 December 2020",15.56706579
2400,7,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2021,"Friday, 31 December 2021",14.05156472
2401,1,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2007,"Monday, 31 December 2007",63091.220989999994
2402,1,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2008,"Wednesday, 31 December 2008",59647.964850000004
2403,1,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2009,"Thursday, 31 December 2009",59952.8338
2404,1,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2010,"Friday, 31 December 2010",61822.946039999995
2405,1,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2011,"Saturday, 31 December 2011",62038.210419999996
2406,1,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2012,"Monday, 31 December 2012",60074.907170000006
2407,1,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2013,"Tuesday, 31 December 2013",64064.45429
2408,1,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2014,"Wednesday, 31 December 2014",69634.53007
2409,1,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2015,"Thursday, 31 December 2015",73538.98651
2410,1,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2016,"Saturday, 31 December 2016",79580.50031
2411,1,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2017,"Sunday, 31 December 2017",83639.24164
2412,1,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2018,"Monday, 31 December 2018",82623.73636
2413,1,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2019,"Tuesday, 31 December 2019",81073.56860000001
2414,1,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2020,"Thursday, 31 December 2020",77902.04188
2415,1,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2021,"Friday, 31 December 2021",73910.53736
2416,2,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2021,"Friday, 31 December 2021",751.731357
2417,3,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2007,"Monday, 31 December 2007",182078.46180000002
2418,3,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2008,"Wednesday, 31 December 2008",189514.83680000002
2419,3,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2009,"Thursday, 31 December 2009",184338.4811
2420,3,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2010,"Friday, 31 December 2010",197711.3253
2421,3,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2011,"Saturday, 31 December 2011",215817.2138
2422,3,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2012,"Monday, 31 December 2012",225938.967
2423,3,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2013,"Tuesday, 31 December 2013",227020.5576
2424,3,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2014,"Wednesday, 31 December 2014",228245.5789
2425,3,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2015,"Thursday, 31 December 2015",196529.3141
2426,3,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2016,"Saturday, 31 December 2016",156060.9594
2427,3,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2017,"Sunday, 31 December 2017",142275.109
2428,3,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2018,"Monday, 31 December 2018",123124.7062
2429,3,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2019,"Tuesday, 31 December 2019",101908.77679999999
2430,3,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2020,"Thursday, 31 December 2020",90601.44270999999
2431,3,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2021,"Friday, 31 December 2021",84902.0225
2432,4,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2007,"Monday, 31 December 2007",55976.46586
2433,4,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2008,"Wednesday, 31 December 2008",45503.821410000004
2434,4,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2009,"Thursday, 31 December 2009",46339.53677
2435,4,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2010,"Friday, 31 December 2010",44683.66123
2436,4,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2011,"Saturday, 31 December 2011",40711.301499999994
2437,4,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2012,"Monday, 31 December 2012",37947.283910000006
2438,4,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2013,"Tuesday, 31 December 2013",36308.08546
2439,4,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2014,"Wednesday, 31 December 2014",33782.51262
2440,4,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2015,"Thursday, 31 December 2015",31835.51685
2441,4,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2016,"Saturday, 31 December 2016",29775.84306
2442,4,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2017,"Sunday, 31 December 2017",28320.46731
2443,4,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2018,"Monday, 31 December 2018",26372.81694
2444,4,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2019,"Tuesday, 31 December 2019",26839.91585
2445,4,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2020,"Thursday, 31 December 2020",22330.08035
2446,4,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2021,"Friday, 31 December 2021",21684.23237
2447,5,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2007,"Monday, 31 December 2007",46405.52611
2448,5,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2008,"Wednesday, 31 December 2008",44743.23732
2449,5,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2009,"Thursday, 31 December 2009",45891.55539
2450,5,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2010,"Friday, 31 December 2010",48854.57281
2451,5,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2011,"Saturday, 31 December 2011",48386.84197
2452,5,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2012,"Monday, 31 December 2012",50876.47872
2453,5,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2013,"Tuesday, 31 December 2013",60770.47782
2454,5,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2014,"Wednesday, 31 December 2014",69109.64731999999
2455,5,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2015,"Thursday, 31 December 2015",83433.71809
2456,5,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2016,"Saturday, 31 December 2016",86573.48852
2457,5,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2017,"Sunday, 31 December 2017",91186.31827999999
2458,5,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2018,"Monday, 31 December 2018",97010.37498
2459,5,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2019,"Tuesday, 31 December 2019",103737.2209
2460,5,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2020,"Thursday, 31 December 2020",111587.72829999999
2461,5,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2021,"Friday, 31 December 2021",119408.2827
2462,6,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2007,"Monday, 31 December 2007",906.355323
2463,6,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2008,"Wednesday, 31 December 2008",1022.582014
2464,6,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2009,"Thursday, 31 December 2009",1113.7565140000004
2465,6,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2010,"Friday, 31 December 2010",1204.730971
2466,6,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2011,"Saturday, 31 December 2011",1458.34491
2467,6,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2012,"Monday, 31 December 2012",1459.04761
2468,6,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2013,"Tuesday, 31 December 2013",1442.565503
2469,6,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2014,"Wednesday, 31 December 2014",1524.876328
2470,6,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2015,"Thursday, 31 December 2015",1601.02772
2471,6,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2016,"Saturday, 31 December 2016",1700.798485
2472,6,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2017,"Sunday, 31 December 2017",1814.9653400000002
2473,6,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2018,"Monday, 31 December 2018",1997.4113220000002
2474,6,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2019,"Tuesday, 31 December 2019",2337.351109
2475,6,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2020,"Thursday, 31 December 2020",1597.805407
2476,6,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2021,"Friday, 31 December 2021",2756.592416
2477,7,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2007,"Monday, 31 December 2007",466053.6429
2478,7,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2008,"Wednesday, 31 December 2008",457353.18360000005
2479,7,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2009,"Thursday, 31 December 2009",452608.0337
2480,7,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2010,"Friday, 31 December 2010",451652.79349999997
2481,7,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2011,"Saturday, 31 December 2011",441408.6201
2482,7,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2012,"Monday, 31 December 2012",426710.132
2483,7,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2013,"Tuesday, 31 December 2013",415849.33160000003
2484,7,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2014,"Wednesday, 31 December 2014",413670.95310000004
2485,7,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2015,"Thursday, 31 December 2015",410081.12210000004
2486,7,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2016,"Saturday, 31 December 2016",402411.5955
2487,7,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2017,"Sunday, 31 December 2017",383969.3886
2488,7,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2018,"Monday, 31 December 2018",362195.9423
2489,7,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2019,"Tuesday, 31 December 2019",341355.0269
2490,7,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2020,"Thursday, 31 December 2020",346840.2708
2491,7,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Other Grocery Retailers,3,1000 litres,2021,"Friday, 31 December 2021",323499.6473
2492,2,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Discounters,3,1000 litres,2016,"Saturday, 31 December 2016",0.687932856
2493,2,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Discounters,3,1000 litres,2017,"Sunday, 31 December 2017",0.835511679
2494,2,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Discounters,3,1000 litres,2018,"Monday, 31 December 2018",1.068553406
2495,2,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Discounters,3,1000 litres,2019,"Tuesday, 31 December 2019",1.340982765
2496,2,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Discounters,3,1000 litres,2020,"Thursday, 31 December 2020",1.643973814
2497,2,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Discounters,3,1000 litres,2021,"Friday, 31 December 2021",2.040223516
2498,3,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Discounters,3,1000 litres,2007,"Monday, 31 December 2007",0.284493023
2499,3,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Discounters,3,1000 litres,2008,"Wednesday, 31 December 2008",0.379362322
