,Location,Industry,Subcategory_ID,Hierarchy_Level,Data_Type,Global_Brand_Owner,Unit,Year_text,Year_date,Year_minus_2016,Volume,competitors
5078,7,Alcoholic Drinks,8,2,Total Volume,bro Bryggeri AB,1000 litres,2019,31-12-19,7,47394.26326,rest of the competitors
5079,7,Alcoholic Drinks,8,2,Total Volume,bro Bryggeri AB,1000 litres,2020,31-12-20,8,46955.59434,rest of the competitors
5080,7,Alcoholic Drinks,8,2,Total Volume,bro Bryggeri AB,1000 litres,2021,31-12-21,9,49787.04675,rest of the competitors
5081,7,Alcoholic Drinks,8,2,Total Volume,Hansa Borg Bryggerier AS,1000 litres,2016,31-12-16,4,54326.32705,rest of the competitors
5082,7,Alcoholic Drinks,8,2,Total Volume,Hansa Borg Bryggerier AS,1000 litres,2017,31-12-17,5,53177.57171,rest of the competitors
5083,7,Alcoholic Drinks,8,2,Total Volume,Hansa Borg Bryggerier AS,1000 litres,2018,31-12-18,6,52614.04596,rest of the competitors
5084,7,Alcoholic Drinks,8,2,Total Volume,Hansa Borg Bryggerier AS,1000 litres,2019,31-12-19,7,52544.91612,rest of the competitors
5085,7,Alcoholic Drinks,8,2,Total Volume,Hansa Borg Bryggerier AS,1000 litres,2020,31-12-20,8,51738.25855,rest of the competitors
5086,7,Alcoholic Drinks,8,2,Total Volume,Hansa Borg Bryggerier AS,1000 litres,2021,31-12-21,9,48782.73436,rest of the competitors
5087,7,Alcoholic Drinks,8,2,Total Volume,Kopparbergs Bryggeri AB,1000 litres,2016,31-12-16,4,36217.69516,rest of the competitors
5088,7,Alcoholic Drinks,8,2,Total Volume,Kopparbergs Bryggeri AB,1000 litres,2017,31-12-17,5,38153.55859,rest of the competitors
5089,7,Alcoholic Drinks,8,2,Total Volume,Kopparbergs Bryggeri AB,1000 litres,2018,31-12-18,6,35805.10116,rest of the competitors
5090,7,Alcoholic Drinks,8,2,Total Volume,Kopparbergs Bryggeri AB,1000 litres,2019,31-12-19,7,31054.36527,rest of the competitors
5091,7,Alcoholic Drinks,8,2,Total Volume,Kopparbergs Bryggeri AB,1000 litres,2020,31-12-20,8,29961.68517,rest of the competitors
5092,7,Alcoholic Drinks,8,2,Total Volume,Kopparbergs Bryggeri AB,1000 litres,2021,31-12-21,9,37903.23232,rest of the competitors
5093,7,Alcoholic Drinks,8,2,Total Volume,Agora SA,1000 litres,2016,31-12-16,4,25109.99847,rest of the competitors
5094,7,Alcoholic Drinks,8,2,Total Volume,Agora SA,1000 litres,2017,31-12-17,5,25013.7393,rest of the competitors
5095,7,Alcoholic Drinks,8,2,Total Volume,Agora SA,1000 litres,2018,31-12-18,6,27271.94587,rest of the competitors
5096,7,Alcoholic Drinks,8,2,Total Volume,Agora SA,1000 litres,2019,31-12-19,7,29466.94234,rest of the competitors
5097,7,Alcoholic Drinks,8,2,Total Volume,Agora SA,1000 litres,2020,31-12-20,8,31568.91187,rest of the competitors
5098,7,Alcoholic Drinks,8,2,Total Volume,Agora SA,1000 litres,2021,31-12-21,9,33939.99857,rest of the competitors
5099,7,Alcoholic Drinks,8,2,Total Volume,Egger Privatbrauerei,1000 litres,2016,31-12-16,4,24123.68772,rest of the competitors
5100,7,Alcoholic Drinks,8,2,Total Volume,Egger Privatbrauerei,1000 litres,2017,31-12-17,5,24871.5246,rest of the competitors
5101,7,Alcoholic Drinks,8,2,Total Volume,Egger Privatbrauerei,1000 litres,2018,31-12-18,6,25666.72741,rest of the competitors
5102,7,Alcoholic Drinks,8,2,Total Volume,Egger Privatbrauerei,1000 litres,2019,31-12-19,7,26373.79413,rest of the competitors
5103,7,Alcoholic Drinks,8,2,Total Volume,Egger Privatbrauerei,1000 litres,2020,31-12-20,8,26988.21089,rest of the competitors
5104,7,Alcoholic Drinks,8,2,Total Volume,Egger Privatbrauerei,1000 litres,2021,31-12-21,9,27632.33908,rest of the competitors
5105,7,Alcoholic Drinks,8,2,Total Volume,Brauerei Murau eGen,1000 litres,2016,31-12-16,4,24144.0971,rest of the competitors
5106,7,Alcoholic Drinks,8,2,Total Volume,Brauerei Murau eGen,1000 litres,2017,31-12-17,5,24515.58949,rest of the competitors
5107,7,Alcoholic Drinks,8,2,Total Volume,Brauerei Murau eGen,1000 litres,2018,31-12-18,6,24951.7571,rest of the competitors
5108,7,Alcoholic Drinks,8,2,Total Volume,Brauerei Murau eGen,1000 litres,2019,31-12-19,7,25543.43002,rest of the competitors
5109,7,Alcoholic Drinks,8,2,Total Volume,Brauerei Murau eGen,1000 litres,2020,31-12-20,8,26304.12871,rest of the competitors
5110,7,Alcoholic Drinks,8,2,Total Volume,Brauerei Murau eGen,1000 litres,2021,31-12-21,9,27183.68646,rest of the competitors
5111,7,Alcoholic Drinks,8,2,Total Volume,Flensburger Brauereien Emil Petersen GmbH  Co KG,1000 litres,2016,31-12-16,4,24730.44059,rest of the competitors
5112,7,Alcoholic Drinks,8,2,Total Volume,Flensburger Brauereien Emil Petersen GmbH  Co KG,1000 litres,2017,31-12-17,5,23963.79641,rest of the competitors
5113,7,Alcoholic Drinks,8,2,Total Volume,Flensburger Brauereien Emil Petersen GmbH  Co KG,1000 litres,2018,31-12-18,6,25114.05892,rest of the competitors
5114,7,Alcoholic Drinks,8,2,Total Volume,Flensburger Brauereien Emil Petersen GmbH  Co KG,1000 litres,2019,31-12-19,7,25013.60276,rest of the competitors
5115,7,Alcoholic Drinks,8,2,Total Volume,Flensburger Brauereien Emil Petersen GmbH  Co KG,1000 litres,2020,31-12-20,8,24951.06857,rest of the competitors
5116,7,Alcoholic Drinks,8,2,Total Volume,Flensburger Brauereien Emil Petersen GmbH  Co KG,1000 litres,2021,31-12-21,9,25173.13434,rest of the competitors
5117,7,Alcoholic Drinks,8,2,Total Volume,Central Bottling Co Ltd The,1000 litres,2016,31-12-16,4,11893.97981,rest of the competitors
5118,7,Alcoholic Drinks,8,2,Total Volume,Central Bottling Co Ltd The,1000 litres,2017,31-12-17,5,12028.85048,rest of the competitors
5119,7,Alcoholic Drinks,8,2,Total Volume,Central Bottling Co Ltd The,1000 litres,2018,31-12-18,6,12157.0052,rest of the competitors
5120,7,Alcoholic Drinks,8,2,Total Volume,Central Bottling Co Ltd The,1000 litres,2019,31-12-19,7,17731.57463,rest of the competitors
5121,7,Alcoholic Drinks,8,2,Total Volume,Central Bottling Co Ltd The,1000 litres,2020,31-12-20,8,23706.59376,rest of the competitors
5122,7,Alcoholic Drinks,8,2,Total Volume,Central Bottling Co Ltd The,1000 litres,2021,31-12-21,9,24789.3937,rest of the competitors
5123,7,Alcoholic Drinks,8,2,Total Volume,Zwettl Privatbrauerei,1000 litres,2016,31-12-16,4,19806.58779,rest of the competitors
5124,7,Alcoholic Drinks,8,2,Total Volume,Zwettl Privatbrauerei,1000 litres,2017,31-12-17,5,20335.06539,rest of the competitors
5125,7,Alcoholic Drinks,8,2,Total Volume,Zwettl Privatbrauerei,1000 litres,2018,31-12-18,6,20858.70845,rest of the competitors
5126,7,Alcoholic Drinks,8,2,Total Volume,Zwettl Privatbrauerei,1000 litres,2019,31-12-19,7,21588.37505,rest of the competitors
5127,7,Alcoholic Drinks,8,2,Total Volume,Zwettl Privatbrauerei,1000 litres,2020,31-12-20,8,22437.58811,rest of the competitors
5128,7,Alcoholic Drinks,8,2,Total Volume,Zwettl Privatbrauerei,1000 litres,2021,31-12-21,9,23291.40196,rest of the competitors
5129,7,Alcoholic Drinks,8,2,Total Volume,Socit Commerciale de Brasserie SABrouwerij Handelsmaatschappij NV,1000 litres,2016,31-12-16,4,28419.84681,rest of the competitors
5130,7,Alcoholic Drinks,8,2,Total Volume,Socit Commerciale de Brasserie SABrouwerij Handelsmaatschappij NV,1000 litres,2017,31-12-17,5,25731.76992,rest of the competitors
5131,7,Alcoholic Drinks,8,2,Total Volume,Socit Commerciale de Brasserie SABrouwerij Handelsmaatschappij NV,1000 litres,2018,31-12-18,6,23041.91151,rest of the competitors
5132,7,Alcoholic Drinks,8,2,Total Volume,Socit Commerciale de Brasserie SABrouwerij Handelsmaatschappij NV,1000 litres,2019,31-12-19,7,22122.94611,rest of the competitors
5133,7,Alcoholic Drinks,8,2,Total Volume,Socit Commerciale de Brasserie SABrouwerij Handelsmaatschappij NV,1000 litres,2020,31-12-20,8,20961.61663,rest of the competitors
5134,7,Alcoholic Drinks,8,2,Total Volume,Socit Commerciale de Brasserie SABrouwerij Handelsmaatschappij NV,1000 litres,2021,31-12-21,9,19859.48113,rest of the competitors
5135,7,Alcoholic Drinks,8,2,Total Volume,Diageo Plc,1000 litres,2016,31-12-16,4,30185.78451,rest of the competitors
5136,7,Alcoholic Drinks,8,2,Total Volume,Diageo Plc,1000 litres,2017,31-12-17,5,26169.85329,rest of the competitors
5137,7,Alcoholic Drinks,8,2,Total Volume,Diageo Plc,1000 litres,2018,31-12-18,6,26400.37697,rest of the competitors
5138,7,Alcoholic Drinks,8,2,Total Volume,Diageo Plc,1000 litres,2019,31-12-19,7,7205.730748,rest of the competitors
5139,7,Alcoholic Drinks,8,2,Total Volume,Diageo Plc,1000 litres,2020,31-12-20,8,12674.00568,rest of the competitors
5140,7,Alcoholic Drinks,8,2,Total Volume,Diageo Plc,1000 litres,2021,31-12-21,9,18144.47592,rest of the competitors
5141,7,Alcoholic Drinks,8,2,Total Volume,Unicer  Bebidas de Portugal SA,1000 litres,2016,31-12-16,4,169585.8572,rest of the competitors
5142,7,Alcoholic Drinks,8,2,Total Volume,Unicer  Bebidas de Portugal SA,1000 litres,2017,31-12-17,5,176626.8664,rest of the competitors
5143,7,Alcoholic Drinks,8,2,Total Volume,Unicer  Bebidas de Portugal SA,1000 litres,2018,31-12-18,6,175426.539,rest of the competitors
5144,7,Alcoholic Drinks,8,2,Total Volume,Unicer  Bebidas de Portugal SA,1000 litres,2019,31-12-19,7,180028.8893,rest of the competitors
5145,7,Alcoholic Drinks,8,2,Total Volume,Unicer  Bebidas de Portugal SA,1000 litres,2020,31-12-20,8,187270.3692,rest of the competitors
5146,7,Alcoholic Drinks,8,2,Total Volume,SABMiller Plc,1000 litres,2016,31-12-16,4,809441.1976,rest of the competitors
5147,7,Alcoholic Drinks,8,2,Total Volume,SABMiller Plc,1000 litres,2017,31-12-17,5,801576.0732,rest of the competitors
5148,7,Alcoholic Drinks,8,2,Total Volume,SABMiller Plc,1000 litres,2018,31-12-18,6,810055.3072,rest of the competitors
5149,7,Alcoholic Drinks,8,2,Total Volume,SABMiller Plc,1000 litres,2019,31-12-19,7,809908.0102,rest of the competitors
5150,7,Alcoholic Drinks,8,2,Total Volume,Olympic Brewery SA,1000 litres,2016,31-12-16,4,39199.99778,rest of the competitors
5151,7,Alcoholic Drinks,8,2,Total Volume,Olympic Brewery SA,1000 litres,2017,31-12-17,5,43099.99966,rest of the competitors
5152,7,Alcoholic Drinks,8,2,Total Volume,Modelo SA de CV Grupo,1000 litres,2016,31-12-16,4,110157.0539,rest of the competitors
5153,7,Alcoholic Drinks,8,2,Total Volume,Private Label,1000 litres,2016,31-12-16,4,1002858.296,rest of the competitors
5154,7,Alcoholic Drinks,8,2,Total Volume,Private Label,1000 litres,2017,31-12-17,5,1002072.306,rest of the competitors
5155,7,Alcoholic Drinks,8,2,Total Volume,Private Label,1000 litres,2018,31-12-18,6,1000962.571,rest of the competitors
5156,7,Alcoholic Drinks,8,2,Total Volume,Private Label,1000 litres,2019,31-12-19,7,1002511.24,rest of the competitors
5157,7,Alcoholic Drinks,8,2,Total Volume,Private Label,1000 litres,2020,31-12-20,8,1006493.221,rest of the competitors
5158,7,Alcoholic Drinks,8,2,Total Volume,Private Label,1000 litres,2021,31-12-21,9,999977.3857,rest of the competitors
5159,7,Alcoholic Drinks,8,2,Total Volume,Others,1000 litres,2016,31-12-16,4,3450242.523,rest of the competitors
5160,7,Alcoholic Drinks,8,2,Total Volume,Others,1000 litres,2017,31-12-17,5,3344096.671,rest of the competitors
5161,7,Alcoholic Drinks,8,2,Total Volume,Others,1000 litres,2018,31-12-18,6,3206967.988,rest of the competitors
5162,7,Alcoholic Drinks,8,2,Total Volume,Others,1000 litres,2019,31-12-19,7,3194789.164,rest of the competitors
5163,7,Alcoholic Drinks,8,2,Total Volume,Others,1000 litres,2020,31-12-20,8,3157657.644,rest of the competitors
5164,7,Alcoholic Drinks,8,2,Total Volume,Others,1000 litres,2021,31-12-21,9,3080864.78,rest of the competitors
5165,7,Alcoholic Drinks,9,2,Total Volume,AnheuserBusch InBev NV,1000 litres,2016,31-12-16,4,538655.2826,rest of the competitors
5166,7,Alcoholic Drinks,9,2,Total Volume,AnheuserBusch InBev NV,1000 litres,2017,31-12-17,5,547648.6173,rest of the competitors
5167,7,Alcoholic Drinks,9,2,Total Volume,AnheuserBusch InBev NV,1000 litres,2018,31-12-18,6,559554.9704,rest of the competitors
5168,7,Alcoholic Drinks,9,2,Total Volume,AnheuserBusch InBev NV,1000 litres,2019,31-12-19,7,559418.5969,rest of the competitors
5169,7,Alcoholic Drinks,9,2,Total Volume,AnheuserBusch InBev NV,1000 litres,2020,31-12-20,8,580264.791,rest of the competitors
5170,7,Alcoholic Drinks,9,2,Total Volume,AnheuserBusch InBev NV,1000 litres,2021,31-12-21,9,594569.1012,rest of the competitors
5171,7,Alcoholic Drinks,9,2,Total Volume,Heineken NV,1000 litres,2016,31-12-16,4,325003.3551,rest of the competitors
5172,7,Alcoholic Drinks,9,2,Total Volume,Heineken NV,1000 litres,2017,31-12-17,5,328961.2904,rest of the competitors
5173,7,Alcoholic Drinks,9,2,Total Volume,Heineken NV,1000 litres,2018,31-12-18,6,321192.9262,rest of the competitors
5174,7,Alcoholic Drinks,9,2,Total Volume,Heineken NV,1000 litres,2019,31-12-19,7,316705.7218,rest of the competitors
5175,7,Alcoholic Drinks,9,2,Total Volume,Heineken NV,1000 litres,2020,31-12-20,8,314066.0427,rest of the competitors
5176,7,Alcoholic Drinks,9,2,Total Volume,Heineken NV,1000 litres,2021,31-12-21,9,309655.5989,rest of the competitors
5177,7,Alcoholic Drinks,9,2,Total Volume,Paulaner Brauerei GmbH  Co KG,1000 litres,2016,31-12-16,4,217569.6726,rest of the competitors
5178,7,Alcoholic Drinks,9,2,Total Volume,Paulaner Brauerei GmbH  Co KG,1000 litres,2017,31-12-17,5,216320.7028,rest of the competitors
5179,7,Alcoholic Drinks,9,2,Total Volume,Paulaner Brauerei GmbH  Co KG,1000 litres,2018,31-12-18,6,221050.8258,rest of the competitors
5180,7,Alcoholic Drinks,9,2,Total Volume,Paulaner Brauerei GmbH  Co KG,1000 litres,2019,31-12-19,7,220622.806,rest of the competitors
5181,7,Alcoholic Drinks,9,2,Total Volume,Paulaner Brauerei GmbH  Co KG,1000 litres,2020,31-12-20,8,225584.1237,rest of the competitors
5182,7,Alcoholic Drinks,9,2,Total Volume,Paulaner Brauerei GmbH  Co KG,1000 litres,2021,31-12-21,9,230405.5206,rest of the competitors
5183,7,Alcoholic Drinks,9,2,Total Volume,Carlsberg AS,1000 litres,2016,31-12-16,4,171962.8567,rest of the competitors
5184,7,Alcoholic Drinks,9,2,Total Volume,Carlsberg AS,1000 litres,2017,31-12-17,5,173609.7755,rest of the competitors
5185,7,Alcoholic Drinks,9,2,Total Volume,Carlsberg AS,1000 litres,2018,31-12-18,6,187554.7656,rest of the competitors
5186,7,Alcoholic Drinks,9,2,Total Volume,Carlsberg AS,1000 litres,2019,31-12-19,7,197619.4677,rest of the competitors
5187,7,Alcoholic Drinks,9,2,Total Volume,Carlsberg AS,1000 litres,2020,31-12-20,8,206547.662,rest of the competitors
5188,7,Alcoholic Drinks,9,2,Total Volume,Carlsberg AS,1000 litres,2021,31-12-21,9,224254.1786,rest of the competitors
5189,7,Alcoholic Drinks,9,2,Total Volume,Erdinger Privatbrauerei Weissbru Werner Brombach GmbH,1000 litres,2016,31-12-16,4,145256.2178,rest of the competitors
5190,7,Alcoholic Drinks,9,2,Total Volume,Erdinger Privatbrauerei Weissbru Werner Brombach GmbH,1000 litres,2017,31-12-17,5,145814.9223,rest of the competitors
5191,7,Alcoholic Drinks,9,2,Total Volume,Erdinger Privatbrauerei Weissbru Werner Brombach GmbH,1000 litres,2018,31-12-18,6,146912.5293,rest of the competitors
5192,7,Alcoholic Drinks,9,2,Total Volume,Erdinger Privatbrauerei Weissbru Werner Brombach GmbH,1000 litres,2019,31-12-19,7,146239.1104,rest of the competitors
5193,7,Alcoholic Drinks,9,2,Total Volume,Erdinger Privatbrauerei Weissbru Werner Brombach GmbH,1000 litres,2020,31-12-20,8,146562.5378,rest of the competitors
5194,7,Alcoholic Drinks,9,2,Total Volume,Erdinger Privatbrauerei Weissbru Werner Brombach GmbH,1000 litres,2021,31-12-21,9,149481.3612,rest of the competitors
5195,7,Alcoholic Drinks,9,2,Total Volume,Dragonyte Brewery,1000 litres,2016,31-12-16,4,125022.4612,Dragonyte Brewery
5196,7,Alcoholic Drinks,9,2,Total Volume,Dragonyte Brewery,1000 litres,2017,31-12-17,5,131158.0813,Dragonyte Brewery
5197,7,Alcoholic Drinks,9,2,Total Volume,Dragonyte Brewery,1000 litres,2018,31-12-18,6,136450.081,Dragonyte Brewery
5198,7,Alcoholic Drinks,9,2,Total Volume,Dragonyte Brewery,1000 litres,2019,31-12-19,7,139207.054,Dragonyte Brewery
5199,7,Alcoholic Drinks,9,2,Total Volume,Dragonyte Brewery,1000 litres,2020,31-12-20,8,140162.9803,Dragonyte Brewery
5200,7,Alcoholic Drinks,9,2,Total Volume,Dragonyte Brewery,1000 litres,2021,31-12-21,9,140451.9268,Dragonyte Brewery
5201,7,Alcoholic Drinks,9,2,Total Volume,OetkerGruppe,1000 litres,2016,31-12-16,4,127609.8558,rest of the competitors
5202,7,Alcoholic Drinks,9,2,Total Volume,OetkerGruppe,1000 litres,2017,31-12-17,5,121730.4748,rest of the competitors
5203,7,Alcoholic Drinks,9,2,Total Volume,OetkerGruppe,1000 litres,2018,31-12-18,6,134828.5397,rest of the competitors
5204,7,Alcoholic Drinks,9,2,Total Volume,OetkerGruppe,1000 litres,2019,31-12-19,7,133479.0986,rest of the competitors
5205,7,Alcoholic Drinks,9,2,Total Volume,OetkerGruppe,1000 litres,2020,31-12-20,8,131728.767,rest of the competitors
5206,7,Alcoholic Drinks,9,2,Total Volume,OetkerGruppe,1000 litres,2021,31-12-21,9,133610.666,rest of the competitors
5207,7,Alcoholic Drinks,9,2,Total Volume,Greene King Plc,1000 litres,2016,31-12-16,4,87182.79116,rest of the competitors
5208,7,Alcoholic Drinks,9,2,Total Volume,Greene King Plc,1000 litres,2017,31-12-17,5,88096.56388,rest of the competitors
5209,7,Alcoholic Drinks,9,2,Total Volume,Greene King Plc,1000 litres,2018,31-12-18,6,90317.31072,rest of the competitors
5210,7,Alcoholic Drinks,9,2,Total Volume,Greene King Plc,1000 litres,2019,31-12-19,7,93188.42258,rest of the competitors
5211,7,Alcoholic Drinks,9,2,Total Volume,Greene King Plc,1000 litres,2020,31-12-20,8,96250.89468,rest of the competitors
5212,7,Alcoholic Drinks,9,2,Total Volume,Greene King Plc,1000 litres,2021,31-12-21,9,98334.0771,rest of the competitors
5213,7,Alcoholic Drinks,9,2,Total Volume,Marstons Plc,1000 litres,2016,31-12-16,4,59061.0076,rest of the competitors
5214,7,Alcoholic Drinks,9,2,Total Volume,Marstons Plc,1000 litres,2017,31-12-17,5,60422.01661,rest of the competitors
5215,7,Alcoholic Drinks,9,2,Total Volume,Marstons Plc,1000 litres,2018,31-12-18,6,61083.02096,rest of the competitors
5216,7,Alcoholic Drinks,9,2,Total Volume,Marstons Plc,1000 litres,2019,31-12-19,7,62030.91291,rest of the competitors
5217,7,Alcoholic Drinks,9,2,Total Volume,Marstons Plc,1000 litres,2020,31-12-20,8,62983.18963,rest of the competitors
5218,7,Alcoholic Drinks,9,2,Total Volume,Marstons Plc,1000 litres,2021,31-12-21,9,63718.86924,rest of the competitors
5219,7,Alcoholic Drinks,9,2,Total Volume,Wells  Youngs Brewing Co Ltd,1000 litres,2016,31-12-16,4,58644.83457,rest of the competitors
5220,7,Alcoholic Drinks,9,2,Total Volume,Wells  Youngs Brewing Co Ltd,1000 litres,2017,31-12-17,5,59215.5101,rest of the competitors
5221,7,Alcoholic Drinks,9,2,Total Volume,Wells  Youngs Brewing Co Ltd,1000 litres,2018,31-12-18,6,60364.77187,rest of the competitors
5222,7,Alcoholic Drinks,9,2,Total Volume,Wells  Youngs Brewing Co Ltd,1000 litres,2019,31-12-19,7,61024.07893,rest of the competitors
5223,7,Alcoholic Drinks,9,2,Total Volume,Wells  Youngs Brewing Co Ltd,1000 litres,2020,31-12-20,8,61439.77026,rest of the competitors
5224,7,Alcoholic Drinks,9,2,Total Volume,Wells  Youngs Brewing Co Ltd,1000 litres,2021,31-12-21,9,61670.93099,rest of the competitors
5225,7,Alcoholic Drinks,9,2,Total Volume,Reissdorf GmbH  Co Privatbrauerei,1000 litres,2016,31-12-16,4,60890.27964,rest of the competitors
5226,7,Alcoholic Drinks,9,2,Total Volume,Reissdorf GmbH  Co Privatbrauerei,1000 litres,2017,31-12-17,5,59702.91721,rest of the competitors
5227,7,Alcoholic Drinks,9,2,Total Volume,Reissdorf GmbH  Co Privatbrauerei,1000 litres,2018,31-12-18,6,60538.76202,rest of the competitors
5228,7,Alcoholic Drinks,9,2,Total Volume,Reissdorf GmbH  Co Privatbrauerei,1000 litres,2019,31-12-19,7,60690.10518,rest of the competitors
5229,7,Alcoholic Drinks,9,2,Total Volume,Reissdorf GmbH  Co Privatbrauerei,1000 litres,2020,31-12-20,8,59415.61599,rest of the competitors
5230,7,Alcoholic Drinks,9,2,Total Volume,Reissdorf GmbH  Co Privatbrauerei,1000 litres,2021,31-12-21,9,59748.34912,rest of the competitors
5231,7,Alcoholic Drinks,9,2,Total Volume,Fuller Smith  Turner Plc,1000 litres,2016,31-12-16,4,38113.54158,rest of the competitors
5232,7,Alcoholic Drinks,9,2,Total Volume,Fuller Smith  Turner Plc,1000 litres,2017,31-12-17,5,40112.56885,rest of the competitors
5233,7,Alcoholic Drinks,9,2,Total Volume,Fuller Smith  Turner Plc,1000 litres,2018,31-12-18,6,42025.1361,rest of the competitors
5234,7,Alcoholic Drinks,9,2,Total Volume,Fuller Smith  Turner Plc,1000 litres,2019,31-12-19,7,43731.87974,rest of the competitors
5235,7,Alcoholic Drinks,9,2,Total Volume,Fuller Smith  Turner Plc,1000 litres,2020,31-12-20,8,44361.79742,rest of the competitors
5236,7,Alcoholic Drinks,9,2,Total Volume,Fuller Smith  Turner Plc,1000 litres,2021,31-12-21,9,45708.66649,rest of the competitors
5237,7,Alcoholic Drinks,9,2,Total Volume,Gaffel Becker  Co oHG Privatbrauerei,1000 litres,2016,31-12-16,4,42432.21855,rest of the competitors
5238,7,Alcoholic Drinks,9,2,Total Volume,Gaffel Becker  Co oHG Privatbrauerei,1000 litres,2017,31-12-17,5,41732.0862,rest of the competitors
5239,7,Alcoholic Drinks,9,2,Total Volume,Gaffel Becker  Co oHG Privatbrauerei,1000 litres,2018,31-12-18,6,43192.70917,rest of the competitors
5240,7,Alcoholic Drinks,9,2,Total Volume,Gaffel Becker  Co oHG Privatbrauerei,1000 litres,2019,31-12-19,7,43084.72918,rest of the competitors
5241,7,Alcoholic Drinks,9,2,Total Volume,Gaffel Becker  Co oHG Privatbrauerei,1000 litres,2020,31-12-20,8,42093.78022,rest of the competitors
5242,7,Alcoholic Drinks,9,2,Total Volume,Gaffel Becker  Co oHG Privatbrauerei,1000 litres,2021,31-12-21,9,42611.5329,rest of the competitors
5243,7,Alcoholic Drinks,9,2,Total Volume,Duvel Moortgat NV,1000 litres,2016,31-12-16,4,33755.69875,rest of the competitors
5244,7,Alcoholic Drinks,9,2,Total Volume,Duvel Moortgat NV,1000 litres,2017,31-12-17,5,34337.86754,rest of the competitors
5245,7,Alcoholic Drinks,9,2,Total Volume,Duvel Moortgat NV,1000 litres,2018,31-12-18,6,35191.92975,rest of the competitors
5246,7,Alcoholic Drinks,9,2,Total Volume,Duvel Moortgat NV,1000 litres,2019,31-12-19,7,36691.35752,rest of the competitors
5247,7,Alcoholic Drinks,9,2,Total Volume,Duvel Moortgat NV,1000 litres,2020,31-12-20,8,38317.4763,rest of the competitors
5248,7,Alcoholic Drinks,9,2,Total Volume,Duvel Moortgat NV,1000 litres,2021,31-12-21,9,39725.35144,rest of the competitors
5249,7,Alcoholic Drinks,9,2,Total Volume,Asahi Group Holdings Ltd,1000 litres,2020,31-12-20,8,37692.1013,rest of the competitors
5250,7,Alcoholic Drinks,9,2,Total Volume,Asahi Group Holdings Ltd,1000 litres,2021,31-12-21,9,36519.25466,rest of the competitors
5251,7,Alcoholic Drinks,9,2,Total Volume,Bavaria NV,1000 litres,2016,31-12-16,4,253.664761,rest of the competitors
5252,7,Alcoholic Drinks,9,2,Total Volume,Bavaria NV,1000 litres,2017,31-12-17,5,267.362711,rest of the competitors
5253,7,Alcoholic Drinks,9,2,Total Volume,Bavaria NV,1000 litres,2018,31-12-18,6,289.999986,rest of the competitors
5254,7,Alcoholic Drinks,9,2,Total Volume,Bavaria NV,1000 litres,2019,31-12-19,7,269.410016,rest of the competitors
5255,7,Alcoholic Drinks,9,2,Total Volume,Bavaria NV,1000 litres,2020,31-12-20,8,33711.40443,rest of the competitors
5256,7,Alcoholic Drinks,9,2,Total Volume,Bavaria NV,1000 litres,2021,31-12-21,9,36511.74056,rest of the competitors
5257,7,Alcoholic Drinks,9,2,Total Volume,Clner Hofbru Frh,1000 litres,2016,31-12-16,4,35768.64018,rest of the competitors
5258,7,Alcoholic Drinks,9,2,Total Volume,Clner Hofbru Frh,1000 litres,2017,31-12-17,5,34981.7321,rest of the competitors
5259,7,Alcoholic Drinks,9,2,Total Volume,Clner Hofbru Frh,1000 litres,2018,31-12-18,6,35506.454,rest of the competitors
5260,7,Alcoholic Drinks,9,2,Total Volume,Clner Hofbru Frh,1000 litres,2019,31-12-19,7,35559.71201,rest of the competitors
5261,7,Alcoholic Drinks,9,2,Total Volume,Clner Hofbru Frh,1000 litres,2020,31-12-20,8,34741.83551,rest of the competitors
5262,7,Alcoholic Drinks,9,2,Total Volume,Clner Hofbru Frh,1000 litres,2021,31-12-21,9,35169.16186,rest of the competitors
5263,7,Alcoholic Drinks,9,2,Total Volume,Diageo Plc,1000 litres,2016,31-12-16,4,34091.90434,rest of the competitors
5264,7,Alcoholic Drinks,9,2,Total Volume,Diageo Plc,1000 litres,2017,31-12-17,5,33182.96427,rest of the competitors
5265,7,Alcoholic Drinks,9,2,Total Volume,Diageo Plc,1000 litres,2018,31-12-18,6,32964.37061,rest of the competitors
5266,7,Alcoholic Drinks,9,2,Total Volume,Diageo Plc,1000 litres,2019,31-12-19,7,31765.7408,rest of the competitors
5267,7,Alcoholic Drinks,9,2,Total Volume,Diageo Plc,1000 litres,2020,31-12-20,8,30249.50646,rest of the competitors
5268,7,Alcoholic Drinks,9,2,Total Volume,Diageo Plc,1000 litres,2021,31-12-21,9,28891.3596,rest of the competitors
5269,7,Alcoholic Drinks,9,2,Total Volume,Brau Holding International AG,1000 litres,2016,31-12-16,4,31386.91489,rest of the competitors
5270,7,Alcoholic Drinks,9,2,Total Volume,Brau Holding International AG,1000 litres,2017,31-12-17,5,30665.12436,rest of the competitors
5271,7,Alcoholic Drinks,9,2,Total Volume,Brau Holding International AG,1000 litres,2018,31-12-18,6,30090.68928,rest of the competitors
5272,7,Alcoholic Drinks,9,2,Total Volume,Brau Holding International AG,1000 litres,2019,31-12-19,7,29155.80079,rest of the competitors
5273,7,Alcoholic Drinks,9,2,Total Volume,Brau Holding International AG,1000 litres,2020,31-12-20,8,28719.17721,rest of the competitors
