Location,Industry,Subcategory_ID,Hierarchy_Level,Data_Type,Global_Brand_Owner,Unit,Year_text,Year_date,Year_minus_2016,Volume
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,AnheuserBusch InBev NV,1000 litres,2016.0,31-12-16,4.0,35506377.32
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Heineken NV,1000 litres,2016.0,31-12-16,4.0,18482595.8
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Carlsberg AS,1000 litres,2016.0,31-12-16,4.0,11121698.68
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Dragonyte Brewery,1000 litres,2016.0,31-12-16,4.0,6252382.59
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Tsingtao Brewery Co Ltd,1000 litres,2016.0,31-12-16,4.0,7834494.901
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Asahi Group Holdings Ltd,1000 litres,2016.0,31-12-16,4.0,2446943.741
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Beijing Yanjing Brewery Co Ltd,1000 litres,2016.0,31-12-16,4.0,5373662.881999999
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Kirin Holdings Co Ltd,1000 litres,2016.0,31-12-16,4.0,4770918.623
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Diageo Plc,1000 litres,2016.0,31-12-16,4.0,1926566.783
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,San Miguel Corp,1000 litres,2016.0,31-12-16,4.0,1549127.2989999999
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Castel Groupe,1000 litres,2016.0,31-12-16,4.0,1670209.463
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Saigon Alcohol Beer  Beverages Corp Sabeco,1000 litres,2016.0,31-12-16,4.0,1242829.771
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Cervejaria Petrpolis SA,1000 litres,2016.0,31-12-16,4.0,1463857.554
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Anadolu Group,1000 litres,2016.0,31-12-16,4.0,2365222.0390000003
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Suntory Holdings Ltd,1000 litres,2016.0,31-12-16,4.0,1622630.286
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,OetkerGruppe,1000 litres,2016.0,31-12-16,4.0,1239428.524
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,UB Group,1000 litres,2016.0,31-12-16,4.0,1155347.43
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Henan Jinxing Brewery Group,1000 litres,2016.0,31-12-16,4.0,1629870.0080000001
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Guangzhou Zhujiang Brewery Co Ltd,1000 litres,2016.0,31-12-16,4.0,1174469.918
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Grupo MahouSan Miguel SA,1000 litres,2016.0,31-12-16,4.0,1036747.8069999999
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Boon Rawd Brewery Co Ltd,1000 litres,2016.0,31-12-16,4.0,1185850.135
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Thai Beverage PCL,1000 litres,2016.0,31-12-16,4.0,757942.0817999999
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Sapporo Holdings Ltd,1000 litres,2016.0,31-12-16,4.0,771781.6623
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Ca Cerveceras Unidas SA,1000 litres,2016.0,31-12-16,4.0,733168.2916
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Bitburger Braugruppe GmbH,1000 litres,2016.0,31-12-16,4.0,766505.7202000001
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Hite Jinro Co Ltd,1000 litres,2016.0,31-12-16,4.0,746545.0660999999
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Oettinger Brauerei GmbH,1000 litres,2016.0,31-12-16,4.0,711058.4311
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Hanoi Alcohol Beer  Beverages Corp Habeco,1000 litres,2016.0,31-12-16,4.0,494952.2422
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Obolon PAT,1000 litres,2016.0,31-12-16,4.0,1115775.3190000001
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Empresas Polar CA,1000 litres,2016.0,31-12-16,4.0,1554527.8530000001
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Krombacher Brauerei Bhd Schadeberg GmbH  Co KG,1000 litres,2016.0,31-12-16,4.0,548475.6115
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Cia da Unio de Cervejas de Angola SA,1000 litres,2016.0,31-12-16,4.0,389312.6517
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Damm SA,1000 litres,2016.0,31-12-16,4.0,417413.5883
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Paulaner Brauerei GmbH  Co KG,1000 litres,2016.0,31-12-16,4.0,334394.95269999997
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Florida Ice  Farm Co SA,1000 litres,2016.0,31-12-16,4.0,356117.0442
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Brauerei C  A Veltins GmbH  Co KG,1000 litres,2016.0,31-12-16,4.0,306566.069
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Taiwan Tobacco  Liquor Corp,1000 litres,2016.0,31-12-16,4.0,347310.4136
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Yuengling Brewery,1000 litres,2016.0,31-12-16,4.0,294329.97949999996
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Warsteiner Brauerei Haus Cramer GmbH  Co KG,1000 litres,2016.0,31-12-16,4.0,379501.7431
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Royal Unibrew AS,1000 litres,2016.0,31-12-16,4.0,208377.8782
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Olvi Oyj,1000 litres,2016.0,31-12-16,4.0,279643.89190000005
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Cervecera Centroamericana SA,1000 litres,2016.0,31-12-16,4.0,144658.50900000002
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Brau Holding International AG,1000 litres,2016.0,31-12-16,4.0,283968.9949
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Boston Beer Co Inc The,1000 litres,2016.0,31-12-16,4.0,285419.5146
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Bavaria NV,1000 litres,2016.0,31-12-16,4.0,204282.1003
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,BGI Ethiopia Plc,1000 litres,2016.0,31-12-16,4.0,110000.0024
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Ochakovo MPBK ZAO,1000 litres,2016.0,31-12-16,4.0,252495.4917
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Erdinger Privatbrauerei Weissbru Werner Brombach GmbH,1000 litres,2016.0,31-12-16,4.0,198220.0553
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Karlsberg Brauerei GmbH  Co KG,1000 litres,2016.0,31-12-16,4.0,217809.2267
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Behnoush Iran Co,1000 litres,2016.0,31-12-16,4.0,194184.4036
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Cisneros Grupo,1000 litres,2016.0,31-12-16,4.0,317593.6067
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Asia Brewery Inc,1000 litres,2016.0,31-12-16,4.0,478614.4925
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,SABMiller Plc,1000 litres,2016.0,31-12-16,4.0,18146175.43
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Unicer  Bebidas de Portugal SA,1000 litres,2016.0,31-12-16,4.0,279062.73579999997
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,China Resources Enterprise Ltd,1000 litres,2016.0,31-12-16,4.0,10619640.7
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Pabst Brewing Co,1000 litres,2016.0,31-12-16,4.0,1101574.601
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Oriental Brewery Co Ltd,1000 litres,2016.0,31-12-16,4.0,1080866.152
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Nantong Fuhao Alcohol Industry Co Ltd,1000 litres,2016.0,31-12-16,4.0,364099.99470000004
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Modelo SA de CV Grupo,1000 litres,2016.0,31-12-16,4.0,5578175.039
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Chongqing Brewery Co Ltd,1000 litres,2016.0,31-12-16,4.0,1140302.459
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Kingway Brewery Holdings Ltd,1000 litres,2016.0,31-12-16,4.0,764690.083
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Lanzhou Huanghe Beer Co Ltd,1000 litres,2016.0,31-12-16,4.0,281540.0094
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Private Label,1000 litres,2016.0,31-12-16,4.0,1735877.818
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Others,1000 litres,2016.0,31-12-16,4.0,30053866.419999998
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,AnheuserBusch InBev NV,1000 litres,2017.0,31-12-17,5.0,39275082.730000004
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,AnheuserBusch InBev NV,1000 litres,2018.0,31-12-18,6.0,41143357.65
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,AnheuserBusch InBev NV,1000 litres,2019.0,31-12-19,7.0,41080236.0
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,AnheuserBusch InBev NV,1000 litres,2020.0,31-12-20,8.0,52147568.99
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,AnheuserBusch InBev NV,1000 litres,2021.0,31-12-21,9.0,52545433.07
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Heineken NV,1000 litres,2017.0,31-12-17,5.0,18383000.48
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Heineken NV,1000 litres,2018.0,31-12-18,6.0,18663088.479999997
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Heineken NV,1000 litres,2019.0,31-12-19,7.0,19276497.97
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Heineken NV,1000 litres,2020.0,31-12-20,8.0,19636557.25
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Heineken NV,1000 litres,2021.0,31-12-21,9.0,21466107.02
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,China Resources Holdings Co Ltd,1000 litres,2019.0,31-12-19,7.0,11651570.49
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,China Resources Holdings Co Ltd,1000 litres,2020.0,31-12-20,8.0,11715000.23
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,China Resources Holdings Co Ltd,1000 litres,2021.0,31-12-21,9.0,11889369.870000001
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Carlsberg AS,1000 litres,2017.0,31-12-17,5.0,12552803.37
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Carlsberg AS,1000 litres,2018.0,31-12-18,6.0,12252602.98
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Carlsberg AS,1000 litres,2019.0,31-12-19,7.0,11953699.42
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Carlsberg AS,1000 litres,2020.0,31-12-20,8.0,11850364.89
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Carlsberg AS,1000 litres,2021.0,31-12-21,9.0,11818710.26
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Dragonyte Brewery,1000 litres,2017.0,31-12-17,5.0,6194650.083000001
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Dragonyte Brewery,1000 litres,2018.0,31-12-18,6.0,6079809.595
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Dragonyte Brewery,1000 litres,2019.0,31-12-19,7.0,6037151.311
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Dragonyte Brewery,1000 litres,2020.0,31-12-20,8.0,9578013.392
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Dragonyte Brewery,1000 litres,2021.0,31-12-21,9.0,9397028.934
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Tsingtao Brewery Co Ltd,1000 litres,2017.0,31-12-17,5.0,8612632.354
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Tsingtao Brewery Co Ltd,1000 litres,2018.0,31-12-18,6.0,9053962.33
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Tsingtao Brewery Co Ltd,1000 litres,2019.0,31-12-19,7.0,8473851.931
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Tsingtao Brewery Co Ltd,1000 litres,2020.0,31-12-20,8.0,7948324.385
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Tsingtao Brewery Co Ltd,1000 litres,2021.0,31-12-21,9.0,8064157.691000001
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Asahi Group Holdings Ltd,1000 litres,2017.0,31-12-17,5.0,2253437.304
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Asahi Group Holdings Ltd,1000 litres,2018.0,31-12-18,6.0,2241465.146
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Asahi Group Holdings Ltd,1000 litres,2019.0,31-12-19,7.0,2218974.341
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Asahi Group Holdings Ltd,1000 litres,2020.0,31-12-20,8.0,6347230.31
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Asahi Group Holdings Ltd,1000 litres,2021.0,31-12-21,9.0,6330037.814
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Beijing Yanjing Brewery Co Ltd,1000 litres,2017.0,31-12-17,5.0,5685392.992
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Beijing Yanjing Brewery Co Ltd,1000 litres,2018.0,31-12-18,6.0,5327913.134000001
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Beijing Yanjing Brewery Co Ltd,1000 litres,2019.0,31-12-19,7.0,4837773.892
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Beijing Yanjing Brewery Co Ltd,1000 litres,2020.0,31-12-20,8.0,4493505.25
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Beijing Yanjing Brewery Co Ltd,1000 litres,2021.0,31-12-21,9.0,4684668.424000001
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Kirin Holdings Co Ltd,1000 litres,2017.0,31-12-17,5.0,4521516.581
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Kirin Holdings Co Ltd,1000 litres,2018.0,31-12-18,6.0,4266661.004
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Kirin Holdings Co Ltd,1000 litres,2019.0,31-12-19,7.0,4298312.544000001
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Kirin Holdings Co Ltd,1000 litres,2020.0,31-12-20,8.0,4038236.031
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Kirin Holdings Co Ltd,1000 litres,2021.0,31-12-21,9.0,2763065.364
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Diageo Plc,1000 litres,2017.0,31-12-17,5.0,1826571.202
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Diageo Plc,1000 litres,2018.0,31-12-18,6.0,1842784.28
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Diageo Plc,1000 litres,2019.0,31-12-19,7.0,1743241.7419999999
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Diageo Plc,1000 litres,2020.0,31-12-20,8.0,2455008.651
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Diageo Plc,1000 litres,2021.0,31-12-21,9.0,2508306.602
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Constellation Brands Inc,1000 litres,2017.0,31-12-17,5.0,1506373.588
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Constellation Brands Inc,1000 litres,2018.0,31-12-18,6.0,1670817.872
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Constellation Brands Inc,1000 litres,2019.0,31-12-19,7.0,1859013.286
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Constellation Brands Inc,1000 litres,2020.0,31-12-20,8.0,2073769.7480000001
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Constellation Brands Inc,1000 litres,2021.0,31-12-21,9.0,2303541.615
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,San Miguel Corp,1000 litres,2017.0,31-12-17,5.0,1582253.627
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,San Miguel Corp,1000 litres,2018.0,31-12-18,6.0,1635442.111
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,San Miguel Corp,1000 litres,2019.0,31-12-19,7.0,1662977.692
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,San Miguel Corp,1000 litres,2020.0,31-12-20,8.0,1913559.748
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,San Miguel Corp,1000 litres,2021.0,31-12-21,9.0,2177162.9710000004
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Castel Groupe,1000 litres,2017.0,31-12-17,5.0,1750933.4579999999
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Castel Groupe,1000 litres,2018.0,31-12-18,6.0,1842218.732
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Castel Groupe,1000 litres,2019.0,31-12-19,7.0,1769724.406
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Castel Groupe,1000 litres,2020.0,31-12-20,8.0,1740416.7219999998
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Castel Groupe,1000 litres,2021.0,31-12-21,9.0,1733730.953
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Saigon Alcohol Beer  Beverages Corp Sabeco,1000 litres,2017.0,31-12-17,5.0,1298701.231
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Saigon Alcohol Beer  Beverages Corp Sabeco,1000 litres,2018.0,31-12-18,6.0,1339999.961
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Saigon Alcohol Beer  Beverages Corp Sabeco,1000 litres,2019.0,31-12-19,7.0,1396799.9549999998
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Saigon Alcohol Beer  Beverages Corp Sabeco,1000 litres,2020.0,31-12-20,8.0,1527453.3360000001
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Saigon Alcohol Beer  Beverages Corp Sabeco,1000 litres,2021.0,31-12-21,9.0,1654317.8900000001
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Cervejaria Petrpolis SA,1000 litres,2017.0,31-12-17,5.0,1489940.5380000002
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Cervejaria Petrpolis SA,1000 litres,2018.0,31-12-18,6.0,1629510.855
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Cervejaria Petrpolis SA,1000 litres,2019.0,31-12-19,7.0,1601521.8769999999
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Cervejaria Petrpolis SA,1000 litres,2020.0,31-12-20,8.0,1568590.103
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Cervejaria Petrpolis SA,1000 litres,2021.0,31-12-21,9.0,1574269.9419999998
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Anadolu Group,1000 litres,2017.0,31-12-17,5.0,2033004.838
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Anadolu Group,1000 litres,2018.0,31-12-18,6.0,1840203.4880000001
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Anadolu Group,1000 litres,2019.0,31-12-19,7.0,1533329.993
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Anadolu Group,1000 litres,2020.0,31-12-20,8.0,1489012.658
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Anadolu Group,1000 litres,2021.0,31-12-21,9.0,1481195.742
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Suntory Holdings Ltd,1000 litres,2017.0,31-12-17,5.0,1672663.711
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Suntory Holdings Ltd,1000 litres,2018.0,31-12-18,6.0,1679903.2319999998
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Suntory Holdings Ltd,1000 litres,2019.0,31-12-19,7.0,1571970.234
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Suntory Holdings Ltd,1000 litres,2020.0,31-12-20,8.0,1465432.5659999999
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Suntory Holdings Ltd,1000 litres,2021.0,31-12-21,9.0,1435917.4000000001
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,OetkerGruppe,1000 litres,2017.0,31-12-17,5.0,1239484.205
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,OetkerGruppe,1000 litres,2018.0,31-12-18,6.0,1255419.627
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,OetkerGruppe,1000 litres,2019.0,31-12-19,7.0,1259301.7689999999
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,OetkerGruppe,1000 litres,2020.0,31-12-20,8.0,1266592.758
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,OetkerGruppe,1000 litres,2021.0,31-12-21,9.0,1282895.178
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,UB Group,1000 litres,2017.0,31-12-17,5.0,1194108.747
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,UB Group,1000 litres,2018.0,31-12-18,6.0,1271330.155
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,UB Group,1000 litres,2019.0,31-12-19,7.0,1306249.574
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,UB Group,1000 litres,2020.0,31-12-20,8.0,1209021.0520000001
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,UB Group,1000 litres,2021.0,31-12-21,9.0,1234925.948
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Henan Jinxing Brewery Group,1000 litres,2017.0,31-12-17,5.0,1466889.895
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Henan Jinxing Brewery Group,1000 litres,2018.0,31-12-18,6.0,1246850.0489999999
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Henan Jinxing Brewery Group,1000 litres,2019.0,31-12-19,7.0,1309192.531
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Henan Jinxing Brewery Group,1000 litres,2020.0,31-12-20,8.0,1267298.475
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Henan Jinxing Brewery Group,1000 litres,2021.0,31-12-21,9.0,1193795.15
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Guangzhou Zhujiang Brewery Co Ltd,1000 litres,2017.0,31-12-17,5.0,1114000.003
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Guangzhou Zhujiang Brewery Co Ltd,1000 litres,2018.0,31-12-18,6.0,1169899.9679999999
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Guangzhou Zhujiang Brewery Co Ltd,1000 litres,2019.0,31-12-19,7.0,1159800.0999999999
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Guangzhou Zhujiang Brewery Co Ltd,1000 litres,2020.0,31-12-20,8.0,1162000.0010000002
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Guangzhou Zhujiang Brewery Co Ltd,1000 litres,2021.0,31-12-21,9.0,1150379.9810000001
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Grupo MahouSan Miguel SA,1000 litres,2017.0,31-12-17,5.0,1013664.177
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Grupo MahouSan Miguel SA,1000 litres,2018.0,31-12-18,6.0,1043240.7100000001
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Grupo MahouSan Miguel SA,1000 litres,2019.0,31-12-19,7.0,1096147.569
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Grupo MahouSan Miguel SA,1000 litres,2020.0,31-12-20,8.0,1124932.192
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Grupo MahouSan Miguel SA,1000 litres,2021.0,31-12-21,9.0,1146067.453
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Boon Rawd Brewery Co Ltd,1000 litres,2017.0,31-12-17,5.0,1158897.097
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Boon Rawd Brewery Co Ltd,1000 litres,2018.0,31-12-18,6.0,1148548.319
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Boon Rawd Brewery Co Ltd,1000 litres,2019.0,31-12-19,7.0,1061411.451
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Boon Rawd Brewery Co Ltd,1000 litres,2020.0,31-12-20,8.0,1058234.892
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Boon Rawd Brewery Co Ltd,1000 litres,2021.0,31-12-21,9.0,1073574.964
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Blue Ribbon Intermediate Holdings LLC,1000 litres,2018.0,31-12-18,6.0,1071769.067
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Blue Ribbon Intermediate Holdings LLC,1000 litres,2019.0,31-12-19,7.0,1067608.989
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Blue Ribbon Intermediate Holdings LLC,1000 litres,2020.0,31-12-20,8.0,1057514.1639999999
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Blue Ribbon Intermediate Holdings LLC,1000 litres,2021.0,31-12-21,9.0,1045440.358
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Thai Beverage PCL,1000 litres,2017.0,31-12-17,5.0,746228.3689
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Thai Beverage PCL,1000 litres,2018.0,31-12-18,6.0,766853.3685999999
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Thai Beverage PCL,1000 litres,2019.0,31-12-19,7.0,696221.9371999999
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Thai Beverage PCL,1000 litres,2020.0,31-12-20,8.0,865682.6272
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Thai Beverage PCL,1000 litres,2021.0,31-12-21,9.0,879949.9271
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Sapporo Holdings Ltd,1000 litres,2017.0,31-12-17,5.0,826012.4871
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Sapporo Holdings Ltd,1000 litres,2018.0,31-12-18,6.0,801658.1697000001
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Sapporo Holdings Ltd,1000 litres,2019.0,31-12-19,7.0,806688.6868
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Sapporo Holdings Ltd,1000 litres,2020.0,31-12-20,8.0,810589.7645
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Sapporo Holdings Ltd,1000 litres,2021.0,31-12-21,9.0,824786.6057
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Ca Cerveceras Unidas SA,1000 litres,2017.0,31-12-17,5.0,718045.4367999999
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Ca Cerveceras Unidas SA,1000 litres,2018.0,31-12-18,6.0,715898.3261
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Ca Cerveceras Unidas SA,1000 litres,2019.0,31-12-19,7.0,712516.307
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Ca Cerveceras Unidas SA,1000 litres,2020.0,31-12-20,8.0,731889.0975
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Ca Cerveceras Unidas SA,1000 litres,2021.0,31-12-21,9.0,799663.6499999999
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Bitburger Braugruppe GmbH,1000 litres,2017.0,31-12-17,5.0,745284.3241000001
