Location,Industry,Subcategory_ID,Hierarchy_Level,Data_Type,Global_Brand_Owner,Unit,Year_text,Year_date,Year_minus_2016,Volume
2.0,Alcoholic Drinks,17.0,1.0,Total Volume,CC Group Plc,1000 litres,2021.0,31-12-21,9.0,1.954802073
2.0,Alcoholic Drinks,17.0,1.0,Total Volume,Vok Beverages Pty Ltd,1000 litres,2016.0,31-12-16,4.0,1.51759595
2.0,Alcoholic Drinks,17.0,1.0,Total Volume,Vok Beverages Pty Ltd,1000 litres,2017.0,31-12-17,5.0,1.595234973
2.0,Alcoholic Drinks,17.0,1.0,Total Volume,Vok Beverages Pty Ltd,1000 litres,2018.0,31-12-18,6.0,1.602595999
2.0,Alcoholic Drinks,17.0,1.0,Total Volume,Vok Beverages Pty Ltd,1000 litres,2019.0,31-12-19,7.0,1.512858082
2.0,Alcoholic Drinks,17.0,1.0,Total Volume,Vok Beverages Pty Ltd,1000 litres,2020.0,31-12-20,8.0,1.538023687
2.0,Alcoholic Drinks,17.0,1.0,Total Volume,Vok Beverages Pty Ltd,1000 litres,2021.0,31-12-21,9.0,1.698192192
2.0,Alcoholic Drinks,17.0,1.0,Total Volume,Thatchers Cider Co Ltd,1000 litres,2018.0,31-12-18,6.0,0.951999968
2.0,Alcoholic Drinks,17.0,1.0,Total Volume,Thatchers Cider Co Ltd,1000 litres,2019.0,31-12-19,7.0,1.018657697
2.0,Alcoholic Drinks,17.0,1.0,Total Volume,Thatchers Cider Co Ltd,1000 litres,2020.0,31-12-20,8.0,1.142837001
2.0,Alcoholic Drinks,17.0,1.0,Total Volume,Thatchers Cider Co Ltd,1000 litres,2021.0,31-12-21,9.0,1.235048804
2.0,Alcoholic Drinks,17.0,1.0,Total Volume,Packhams Cider Ltd,1000 litres,2016.0,31-12-16,4.0,0.121448637
2.0,Alcoholic Drinks,17.0,1.0,Total Volume,Packhams Cider Ltd,1000 litres,2017.0,31-12-17,5.0,0.162310261
2.0,Alcoholic Drinks,17.0,1.0,Total Volume,Packhams Cider Ltd,1000 litres,2018.0,31-12-18,6.0,0.209272701
2.0,Alcoholic Drinks,17.0,1.0,Total Volume,Packhams Cider Ltd,1000 litres,2019.0,31-12-19,7.0,0.241940494
2.0,Alcoholic Drinks,17.0,1.0,Total Volume,Packhams Cider Ltd,1000 litres,2020.0,31-12-20,8.0,0.277699831
2.0,Alcoholic Drinks,17.0,1.0,Total Volume,Packhams Cider Ltd,1000 litres,2021.0,31-12-21,9.0,0.31535148
2.0,Alcoholic Drinks,17.0,1.0,Total Volume,SABMiller Plc,1000 litres,2016.0,31-12-16,4.0,32.72992223
2.0,Alcoholic Drinks,17.0,1.0,Total Volume,SABMiller Plc,1000 litres,2017.0,31-12-17,5.0,29.79458467
2.0,Alcoholic Drinks,17.0,1.0,Total Volume,SABMiller Plc,1000 litres,2018.0,31-12-18,6.0,27.66124064
2.0,Alcoholic Drinks,17.0,1.0,Total Volume,SABMiller Plc,1000 litres,2019.0,31-12-19,7.0,24.99635332
2.0,Alcoholic Drinks,17.0,1.0,Total Volume,Little Creatures Brewing Pty Ltd,1000 litres,2016.0,31-12-16,4.0,0.686617126
2.0,Alcoholic Drinks,17.0,1.0,Total Volume,Private Label,1000 litres,2016.0,31-12-16,4.0,0.146000006
2.0,Alcoholic Drinks,17.0,1.0,Total Volume,Private Label,1000 litres,2017.0,31-12-17,5.0,0.984000006
2.0,Alcoholic Drinks,17.0,1.0,Total Volume,Private Label,1000 litres,2018.0,31-12-18,6.0,1.174000004
2.0,Alcoholic Drinks,17.0,1.0,Total Volume,Private Label,1000 litres,2019.0,31-12-19,7.0,1.361572143
2.0,Alcoholic Drinks,17.0,1.0,Total Volume,Private Label,1000 litres,2020.0,31-12-20,8.0,1.356451411
2.0,Alcoholic Drinks,17.0,1.0,Total Volume,Private Label,1000 litres,2021.0,31-12-21,9.0,1.484433772
2.0,Alcoholic Drinks,17.0,1.0,Total Volume,Others,1000 litres,2016.0,31-12-16,4.0,10.02335114
2.0,Alcoholic Drinks,17.0,1.0,Total Volume,Others,1000 litres,2017.0,31-12-17,5.0,9.792845284
2.0,Alcoholic Drinks,17.0,1.0,Total Volume,Others,1000 litres,2018.0,31-12-18,6.0,14.72503343
2.0,Alcoholic Drinks,17.0,1.0,Total Volume,Others,1000 litres,2019.0,31-12-19,7.0,12.16381297
2.0,Alcoholic Drinks,17.0,1.0,Total Volume,Others,1000 litres,2020.0,31-12-20,8.0,10.50628429
2.0,Alcoholic Drinks,17.0,1.0,Total Volume,Others,1000 litres,2021.0,31-12-21,9.0,10.08625976
5.0,Alcoholic Drinks,17.0,1.0,Total Volume,Distell Group Ltd,1000 litres,2016.0,31-12-16,4.0,304.2406556
5.0,Alcoholic Drinks,17.0,1.0,Total Volume,Distell Group Ltd,1000 litres,2017.0,31-12-17,5.0,345.9558925
5.0,Alcoholic Drinks,17.0,1.0,Total Volume,Distell Group Ltd,1000 litres,2018.0,31-12-18,6.0,346.5458531
5.0,Alcoholic Drinks,17.0,1.0,Total Volume,Distell Group Ltd,1000 litres,2019.0,31-12-19,7.0,372.2497251
5.0,Alcoholic Drinks,17.0,1.0,Total Volume,Distell Group Ltd,1000 litres,2020.0,31-12-20,8.0,361.5431342
5.0,Alcoholic Drinks,17.0,1.0,Total Volume,Distell Group Ltd,1000 litres,2021.0,31-12-21,9.0,362.7786138
5.0,Alcoholic Drinks,17.0,1.0,Total Volume,Heineken NV,1000 litres,2016.0,31-12-16,4.0,7.874883621
5.0,Alcoholic Drinks,17.0,1.0,Total Volume,Heineken NV,1000 litres,2017.0,31-12-17,5.0,7.270608378
5.0,Alcoholic Drinks,17.0,1.0,Total Volume,Heineken NV,1000 litres,2018.0,31-12-18,6.0,7.067577799
5.0,Alcoholic Drinks,17.0,1.0,Total Volume,Heineken NV,1000 litres,2019.0,31-12-19,7.0,7.318412142
5.0,Alcoholic Drinks,17.0,1.0,Total Volume,Heineken NV,1000 litres,2020.0,31-12-20,8.0,12.1637654
5.0,Alcoholic Drinks,17.0,1.0,Total Volume,Heineken NV,1000 litres,2021.0,31-12-21,9.0,32.68345537
5.0,Alcoholic Drinks,17.0,1.0,Total Volume,Sektkellerei Schloss Wachenheim AG,1000 litres,2016.0,31-12-16,4.0,6.792298686
5.0,Alcoholic Drinks,17.0,1.0,Total Volume,Sektkellerei Schloss Wachenheim AG,1000 litres,2017.0,31-12-17,5.0,7.047203248
5.0,Alcoholic Drinks,17.0,1.0,Total Volume,Sektkellerei Schloss Wachenheim AG,1000 litres,2018.0,31-12-18,6.0,7.299443551
5.0,Alcoholic Drinks,17.0,1.0,Total Volume,Sektkellerei Schloss Wachenheim AG,1000 litres,2019.0,31-12-19,7.0,7.700503802
5.0,Alcoholic Drinks,17.0,1.0,Total Volume,Sektkellerei Schloss Wachenheim AG,1000 litres,2020.0,31-12-20,8.0,8.073220722
5.0,Alcoholic Drinks,17.0,1.0,Total Volume,Sektkellerei Schloss Wachenheim AG,1000 litres,2021.0,31-12-21,9.0,8.521190463
5.0,Alcoholic Drinks,17.0,1.0,Total Volume,Castel Groupe,1000 litres,2016.0,31-12-16,4.0,0.719009807
5.0,Alcoholic Drinks,17.0,1.0,Total Volume,Castel Groupe,1000 litres,2017.0,31-12-17,5.0,0.770318802
5.0,Alcoholic Drinks,17.0,1.0,Total Volume,Castel Groupe,1000 litres,2018.0,31-12-18,6.0,0.825763652
5.0,Alcoholic Drinks,17.0,1.0,Total Volume,Castel Groupe,1000 litres,2019.0,31-12-19,7.0,0.872038967
5.0,Alcoholic Drinks,17.0,1.0,Total Volume,Castel Groupe,1000 litres,2020.0,31-12-20,8.0,0.924499992
5.0,Alcoholic Drinks,17.0,1.0,Total Volume,Castel Groupe,1000 litres,2021.0,31-12-21,9.0,0.948450058
5.0,Alcoholic Drinks,17.0,1.0,Total Volume,Others,1000 litres,2016.0,31-12-16,4.0,13.82621098
5.0,Alcoholic Drinks,17.0,1.0,Total Volume,Others,1000 litres,2017.0,31-12-17,5.0,16.94039062
5.0,Alcoholic Drinks,17.0,1.0,Total Volume,Others,1000 litres,2018.0,31-12-18,6.0,17.00805217
5.0,Alcoholic Drinks,17.0,1.0,Total Volume,Others,1000 litres,2019.0,31-12-19,7.0,17.58095627
5.0,Alcoholic Drinks,17.0,1.0,Total Volume,Others,1000 litres,2020.0,31-12-20,8.0,16.62617104
5.0,Alcoholic Drinks,17.0,1.0,Total Volume,Others,1000 litres,2021.0,31-12-21,9.0,16.09061734
6.0,Alcoholic Drinks,17.0,1.0,Total Volume,Boston Beer Co Inc The,1000 litres,2016.0,31-12-16,4.0,14.6342202
6.0,Alcoholic Drinks,17.0,1.0,Total Volume,Boston Beer Co Inc The,1000 litres,2017.0,31-12-17,5.0,66.12739817
6.0,Alcoholic Drinks,17.0,1.0,Total Volume,Boston Beer Co Inc The,1000 litres,2018.0,31-12-18,6.0,120.9900346
6.0,Alcoholic Drinks,17.0,1.0,Total Volume,Boston Beer Co Inc The,1000 litres,2019.0,31-12-19,7.0,138.1333855
6.0,Alcoholic Drinks,17.0,1.0,Total Volume,Boston Beer Co Inc The,1000 litres,2020.0,31-12-20,8.0,123.8047137
6.0,Alcoholic Drinks,17.0,1.0,Total Volume,Boston Beer Co Inc The,1000 litres,2021.0,31-12-21,9.0,114.2041368
6.0,Alcoholic Drinks,17.0,1.0,Total Volume,Heineken NV,1000 litres,2016.0,31-12-16,4.0,12.18231985
6.0,Alcoholic Drinks,17.0,1.0,Total Volume,Heineken NV,1000 litres,2017.0,31-12-17,5.0,13.62413457
6.0,Alcoholic Drinks,17.0,1.0,Total Volume,Heineken NV,1000 litres,2018.0,31-12-18,6.0,15.81402117
6.0,Alcoholic Drinks,17.0,1.0,Total Volume,Heineken NV,1000 litres,2019.0,31-12-19,7.0,23.40395237
6.0,Alcoholic Drinks,17.0,1.0,Total Volume,Heineken NV,1000 litres,2020.0,31-12-20,8.0,26.76433926
6.0,Alcoholic Drinks,17.0,1.0,Total Volume,Heineken NV,1000 litres,2021.0,31-12-21,9.0,31.96550037
6.0,Alcoholic Drinks,17.0,1.0,Total Volume,CC Group Plc,1000 litres,2016.0,31-12-16,4.0,36.45835276
6.0,Alcoholic Drinks,17.0,1.0,Total Volume,CC Group Plc,1000 litres,2017.0,31-12-17,5.0,36.1975288
6.0,Alcoholic Drinks,17.0,1.0,Total Volume,CC Group Plc,1000 litres,2018.0,31-12-18,6.0,34.89208143
6.0,Alcoholic Drinks,17.0,1.0,Total Volume,CC Group Plc,1000 litres,2019.0,31-12-19,7.0,29.35453156
6.0,Alcoholic Drinks,17.0,1.0,Total Volume,CC Group Plc,1000 litres,2020.0,31-12-20,8.0,23.76197868
6.0,Alcoholic Drinks,17.0,1.0,Total Volume,CC Group Plc,1000 litres,2021.0,31-12-21,9.0,20.4449395
6.0,Alcoholic Drinks,17.0,1.0,Total Volume,AnheuserBusch InBev NV,1000 litres,2016.0,31-12-16,4.0,2.929919799
6.0,Alcoholic Drinks,17.0,1.0,Total Volume,AnheuserBusch InBev NV,1000 litres,2017.0,31-12-17,5.0,6.823579617
6.0,Alcoholic Drinks,17.0,1.0,Total Volume,AnheuserBusch InBev NV,1000 litres,2018.0,31-12-18,6.0,23.90649973
6.0,Alcoholic Drinks,17.0,1.0,Total Volume,AnheuserBusch InBev NV,1000 litres,2019.0,31-12-19,7.0,21.29661552
6.0,Alcoholic Drinks,17.0,1.0,Total Volume,AnheuserBusch InBev NV,1000 litres,2020.0,31-12-20,8.0,21.40697101
6.0,Alcoholic Drinks,17.0,1.0,Total Volume,AnheuserBusch InBev NV,1000 litres,2021.0,31-12-21,9.0,19.9818601
6.0,Alcoholic Drinks,17.0,1.0,Total Volume,Constellation Brands Inc,1000 litres,2016.0,31-12-16,4.0,10.6854906
6.0,Alcoholic Drinks,17.0,1.0,Total Volume,Constellation Brands Inc,1000 litres,2017.0,31-12-17,5.0,11.57238606
6.0,Alcoholic Drinks,17.0,1.0,Total Volume,Constellation Brands Inc,1000 litres,2018.0,31-12-18,6.0,12.78749182
6.0,Alcoholic Drinks,17.0,1.0,Total Volume,Constellation Brands Inc,1000 litres,2019.0,31-12-19,7.0,14.96136335
6.0,Alcoholic Drinks,17.0,1.0,Total Volume,Constellation Brands Inc,1000 litres,2020.0,31-12-20,8.0,16.7567209
6.0,Alcoholic Drinks,17.0,1.0,Total Volume,Constellation Brands Inc,1000 litres,2021.0,31-12-21,9.0,18.43240089
6.0,Alcoholic Drinks,17.0,1.0,Total Volume,Dragonyte Brewery,1000 litres,2016.0,31-12-16,4.0,5.888640012
6.0,Alcoholic Drinks,17.0,1.0,Total Volume,Dragonyte Brewery,1000 litres,2017.0,31-12-17,5.0,9.700896707
6.0,Alcoholic Drinks,17.0,1.0,Total Volume,Dragonyte Brewery,1000 litres,2018.0,31-12-18,6.0,9.880465286
6.0,Alcoholic Drinks,17.0,1.0,Total Volume,Dragonyte Brewery,1000 litres,2019.0,31-12-19,7.0,10.54823839
6.0,Alcoholic Drinks,17.0,1.0,Total Volume,Dragonyte Brewery,1000 litres,2020.0,31-12-20,8.0,19.76270912
6.0,Alcoholic Drinks,17.0,1.0,Total Volume,Dragonyte Brewery,1000 litres,2021.0,31-12-21,9.0,14.64569959
6.0,Alcoholic Drinks,17.0,1.0,Total Volume,Carlsberg AS,1000 litres,2016.0,31-12-16,4.0,0.901619973
6.0,Alcoholic Drinks,17.0,1.0,Total Volume,Carlsberg AS,1000 litres,2017.0,31-12-17,5.0,1.647963958
6.0,Alcoholic Drinks,17.0,1.0,Total Volume,Carlsberg AS,1000 litres,2018.0,31-12-18,6.0,2.571808125
6.0,Alcoholic Drinks,17.0,1.0,Total Volume,Carlsberg AS,1000 litres,2019.0,31-12-19,7.0,3.419302335
6.0,Alcoholic Drinks,17.0,1.0,Total Volume,Carlsberg AS,1000 litres,2020.0,31-12-20,8.0,4.301479927
6.0,Alcoholic Drinks,17.0,1.0,Total Volume,Carlsberg AS,1000 litres,2021.0,31-12-21,9.0,5.368250012
6.0,Alcoholic Drinks,17.0,1.0,Total Volume,Big Rock Brewery Inc,1000 litres,2016.0,31-12-16,4.0,0.211549999
6.0,Alcoholic Drinks,17.0,1.0,Total Volume,Big Rock Brewery Inc,1000 litres,2017.0,31-12-17,5.0,0.245186444
6.0,Alcoholic Drinks,17.0,1.0,Total Volume,Big Rock Brewery Inc,1000 litres,2018.0,31-12-18,6.0,0.262349447
6.0,Alcoholic Drinks,17.0,1.0,Total Volume,Big Rock Brewery Inc,1000 litres,2019.0,31-12-19,7.0,0.301701869
6.0,Alcoholic Drinks,17.0,1.0,Total Volume,Big Rock Brewery Inc,1000 litres,2020.0,31-12-20,8.0,0.331570017
6.0,Alcoholic Drinks,17.0,1.0,Total Volume,Big Rock Brewery Inc,1000 litres,2021.0,31-12-21,9.0,0.366049975
6.0,Alcoholic Drinks,17.0,1.0,Total Volume,SABMiller Plc,1000 litres,2018.0,31-12-18,6.0,10.73548003
6.0,Alcoholic Drinks,17.0,1.0,Total Volume,SABMiller Plc,1000 litres,2019.0,31-12-19,7.0,12.79115594
6.0,Alcoholic Drinks,17.0,1.0,Total Volume,Mark Anthony Brands Ltd,1000 litres,2016.0,31-12-16,4.0,1.331330009
6.0,Alcoholic Drinks,17.0,1.0,Total Volume,Mark Anthony Brands Ltd,1000 litres,2017.0,31-12-17,5.0,1.43384237
6.0,Alcoholic Drinks,17.0,1.0,Total Volume,Mark Anthony Brands Ltd,1000 litres,2018.0,31-12-18,6.0,1.65608745
6.0,Alcoholic Drinks,17.0,1.0,Total Volume,Mark Anthony Brands Ltd,1000 litres,2019.0,31-12-19,7.0,2.202596975
6.0,Alcoholic Drinks,17.0,1.0,Total Volume,Others,1000 litres,2016.0,31-12-16,4.0,22.39334679
6.0,Alcoholic Drinks,17.0,1.0,Total Volume,Others,1000 litres,2017.0,31-12-17,5.0,19.84631778
6.0,Alcoholic Drinks,17.0,1.0,Total Volume,Others,1000 litres,2018.0,31-12-18,6.0,29.68066952
6.0,Alcoholic Drinks,17.0,1.0,Total Volume,Others,1000 litres,2019.0,31-12-19,7.0,34.73479415
6.0,Alcoholic Drinks,17.0,1.0,Total Volume,Others,1000 litres,2020.0,31-12-20,8.0,41.2709474
6.0,Alcoholic Drinks,17.0,1.0,Total Volume,Others,1000 litres,2021.0,31-12-21,9.0,49.47571278
4.0,Alcoholic Drinks,17.0,1.0,Total Volume,Ca Cerveceras Unidas SA,1000 litres,2016.0,31-12-16,4.0,38.52915186
4.0,Alcoholic Drinks,17.0,1.0,Total Volume,Ca Cerveceras Unidas SA,1000 litres,2017.0,31-12-17,5.0,36.14295085
4.0,Alcoholic Drinks,17.0,1.0,Total Volume,Ca Cerveceras Unidas SA,1000 litres,2018.0,31-12-18,6.0,37.14355153
4.0,Alcoholic Drinks,17.0,1.0,Total Volume,Ca Cerveceras Unidas SA,1000 litres,2019.0,31-12-19,7.0,36.27513148
4.0,Alcoholic Drinks,17.0,1.0,Total Volume,Ca Cerveceras Unidas SA,1000 litres,2020.0,31-12-20,8.0,37.27615853
4.0,Alcoholic Drinks,17.0,1.0,Total Volume,Ca Cerveceras Unidas SA,1000 litres,2021.0,31-12-21,9.0,39.63189999
4.0,Alcoholic Drinks,17.0,1.0,Total Volume,Bodegas Cuvillier SA,1000 litres,2016.0,31-12-16,4.0,18.03790864
4.0,Alcoholic Drinks,17.0,1.0,Total Volume,Bodegas Cuvillier SA,1000 litres,2017.0,31-12-17,5.0,15.62309361
4.0,Alcoholic Drinks,17.0,1.0,Total Volume,Bodegas Cuvillier SA,1000 litres,2018.0,31-12-18,6.0,15.18122221
4.0,Alcoholic Drinks,17.0,1.0,Total Volume,Bodegas Cuvillier SA,1000 litres,2019.0,31-12-19,7.0,14.69014399
4.0,Alcoholic Drinks,17.0,1.0,Total Volume,Bodegas Cuvillier SA,1000 litres,2020.0,31-12-20,8.0,15.35486977
4.0,Alcoholic Drinks,17.0,1.0,Total Volume,Bodegas Cuvillier SA,1000 litres,2021.0,31-12-21,9.0,17.04264832
4.0,Alcoholic Drinks,17.0,1.0,Total Volume,CRS Brands Indstria  Comrcio Ltda,1000 litres,2018.0,31-12-18,6.0,8.926467895
4.0,Alcoholic Drinks,17.0,1.0,Total Volume,CRS Brands Indstria  Comrcio Ltda,1000 litres,2019.0,31-12-19,7.0,9.527841622
4.0,Alcoholic Drinks,17.0,1.0,Total Volume,CRS Brands Indstria  Comrcio Ltda,1000 litres,2020.0,31-12-20,8.0,10.02521077
4.0,Alcoholic Drinks,17.0,1.0,Total Volume,CRS Brands Indstria  Comrcio Ltda,1000 litres,2021.0,31-12-21,9.0,10.52012327
4.0,Alcoholic Drinks,17.0,1.0,Total Volume,Sidra Escanciador SA,1000 litres,2016.0,31-12-16,4.0,9.621178198
4.0,Alcoholic Drinks,17.0,1.0,Total Volume,Sidra Escanciador SA,1000 litres,2017.0,31-12-17,5.0,10.18552188
4.0,Alcoholic Drinks,17.0,1.0,Total Volume,Sidra Escanciador SA,1000 litres,2018.0,31-12-18,6.0,9.727169084
4.0,Alcoholic Drinks,17.0,1.0,Total Volume,Sidra Escanciador SA,1000 litres,2019.0,31-12-19,7.0,9.75370051
4.0,Alcoholic Drinks,17.0,1.0,Total Volume,Sidra Escanciador SA,1000 litres,2020.0,31-12-20,8.0,9.267215322
4.0,Alcoholic Drinks,17.0,1.0,Total Volume,Sidra Escanciador SA,1000 litres,2021.0,31-12-21,9.0,9.418409175
4.0,Alcoholic Drinks,17.0,1.0,Total Volume,Ovinto SA,1000 litres,2016.0,31-12-16,4.0,3.782157146
4.0,Alcoholic Drinks,17.0,1.0,Total Volume,Ovinto SA,1000 litres,2017.0,31-12-17,5.0,7.760358007
4.0,Alcoholic Drinks,17.0,1.0,Total Volume,Ovinto SA,1000 litres,2018.0,31-12-18,6.0,7.975782245
4.0,Alcoholic Drinks,17.0,1.0,Total Volume,Ovinto SA,1000 litres,2019.0,31-12-19,7.0,7.821608055
4.0,Alcoholic Drinks,17.0,1.0,Total Volume,Ovinto SA,1000 litres,2020.0,31-12-20,8.0,7.42407049
4.0,Alcoholic Drinks,17.0,1.0,Total Volume,Ovinto SA,1000 litres,2021.0,31-12-21,9.0,7.932052854
4.0,Alcoholic Drinks,17.0,1.0,Total Volume,Renato Passarin  Filhos Ltda,1000 litres,2016.0,31-12-16,4.0,1.723532768
4.0,Alcoholic Drinks,17.0,1.0,Total Volume,Renato Passarin  Filhos Ltda,1000 litres,2017.0,31-12-17,5.0,1.909125047
4.0,Alcoholic Drinks,17.0,1.0,Total Volume,Renato Passarin  Filhos Ltda,1000 litres,2018.0,31-12-18,6.0,2.06451075
4.0,Alcoholic Drinks,17.0,1.0,Total Volume,Renato Passarin  Filhos Ltda,1000 litres,2019.0,31-12-19,7.0,2.132092089
4.0,Alcoholic Drinks,17.0,1.0,Total Volume,Renato Passarin  Filhos Ltda,1000 litres,2020.0,31-12-20,8.0,2.196360056
4.0,Alcoholic Drinks,17.0,1.0,Total Volume,Renato Passarin  Filhos Ltda,1000 litres,2021.0,31-12-21,9.0,2.244929897
4.0,Alcoholic Drinks,17.0,1.0,Total Volume,Sublimar SA,1000 litres,2016.0,31-12-16,4.0,1.602335267
4.0,Alcoholic Drinks,17.0,1.0,Total Volume,Sublimar SA,1000 litres,2017.0,31-12-17,5.0,1.597445138
4.0,Alcoholic Drinks,17.0,1.0,Total Volume,Sublimar SA,1000 litres,2018.0,31-12-18,6.0,1.740389161
4.0,Alcoholic Drinks,17.0,1.0,Total Volume,Sublimar SA,1000 litres,2019.0,31-12-19,7.0,1.774143785
4.0,Alcoholic Drinks,17.0,1.0,Total Volume,Sublimar SA,1000 litres,2020.0,31-12-20,8.0,1.692000088
4.0,Alcoholic Drinks,17.0,1.0,Total Volume,Sublimar SA,1000 litres,2021.0,31-12-21,9.0,1.537000027
4.0,Alcoholic Drinks,17.0,1.0,Total Volume,Bodegas y Viedos Santa Rosa,1000 litres,2016.0,31-12-16,4.0,1.236994872
4.0,Alcoholic Drinks,17.0,1.0,Total Volume,Bodegas y Viedos Santa Rosa,1000 litres,2017.0,31-12-17,5.0,1.249364966
4.0,Alcoholic Drinks,17.0,1.0,Total Volume,Bodegas y Viedos Santa Rosa,1000 litres,2018.0,31-12-18,6.0,1.361807888
4.0,Alcoholic Drinks,17.0,1.0,Total Volume,Bodegas y Viedos Santa Rosa,1000 litres,2019.0,31-12-19,7.0,1.385386031
4.0,Alcoholic Drinks,17.0,1.0,Total Volume,Bodegas y Viedos Santa Rosa,1000 litres,2020.0,31-12-20,8.0,1.324999981
4.0,Alcoholic Drinks,17.0,1.0,Total Volume,Bodegas y Viedos Santa Rosa,1000 litres,2021.0,31-12-21,9.0,1.203999983
4.0,Alcoholic Drinks,17.0,1.0,Total Volume,Vinhos Piagentini SA,1000 litres,2016.0,31-12-16,4.0,1.150969341
4.0,Alcoholic Drinks,17.0,1.0,Total Volume,Vinhos Piagentini SA,1000 litres,2017.0,31-12-17,5.0,1.14547494
4.0,Alcoholic Drinks,17.0,1.0,Total Volume,Vinhos Piagentini SA,1000 litres,2018.0,31-12-18,6.0,1.129277701
4.0,Alcoholic Drinks,17.0,1.0,Total Volume,Vinhos Piagentini SA,1000 litres,2019.0,31-12-19,7.0,1.111209972
4.0,Alcoholic Drinks,17.0,1.0,Total Volume,Vinhos Piagentini SA,1000 litres,2020.0,31-12-20,8.0,1.124550047
4.0,Alcoholic Drinks,17.0,1.0,Total Volume,Vinhos Piagentini SA,1000 litres,2021.0,31-12-21,9.0,1.136800037
4.0,Alcoholic Drinks,17.0,1.0,Total Volume,Produmen SA,1000 litres,2016.0,31-12-16,4.0,1.115468591
4.0,Alcoholic Drinks,17.0,1.0,Total Volume,Produmen SA,1000 litres,2017.0,31-12-17,5.0,1.058543178
4.0,Alcoholic Drinks,17.0,1.0,Total Volume,Produmen SA,1000 litres,2018.0,31-12-18,6.0,1.090096918
4.0,Alcoholic Drinks,17.0,1.0,Total Volume,Produmen SA,1000 litres,2019.0,31-12-19,7.0,1.112681731
4.0,Alcoholic Drinks,17.0,1.0,Total Volume,Produmen SA,1000 litres,2020.0,31-12-20,8.0,1.120730013
4.0,Alcoholic Drinks,17.0,1.0,Total Volume,Produmen SA,1000 litres,2021.0,31-12-21,9.0,1.09024878
4.0,Alcoholic Drinks,17.0,1.0,Total Volume,Valle Redondo SA de CV,1000 litres,2016.0,31-12-16,4.0,0.920456287
4.0,Alcoholic Drinks,17.0,1.0,Total Volume,Valle Redondo SA de CV,1000 litres,2017.0,31-12-17,5.0,0.94008998
4.0,Alcoholic Drinks,17.0,1.0,Total Volume,Valle Redondo SA de CV,1000 litres,2018.0,31-12-18,6.0,0.976660005
4.0,Alcoholic Drinks,17.0,1.0,Total Volume,Valle Redondo SA de CV,1000 litres,2019.0,31-12-19,7.0,1.011449999
4.0,Alcoholic Drinks,17.0,1.0,Total Volume,Valle Redondo SA de CV,1000 litres,2020.0,31-12-20,8.0,1.035319976
4.0,Alcoholic Drinks,17.0,1.0,Total Volume,Valle Redondo SA de CV,1000 litres,2021.0,31-12-21,9.0,1.056239987
4.0,Alcoholic Drinks,17.0,1.0,Total Volume,Grusifas SA,1000 litres,2016.0,31-12-16,4.0,1.120030025
4.0,Alcoholic Drinks,17.0,1.0,Total Volume,Grusifas SA,1000 litres,2017.0,31-12-17,5.0,0.95422995
4.0,Alcoholic Drinks,17.0,1.0,Total Volume,Grusifas SA,1000 litres,2018.0,31-12-18,6.0,0.803159977
4.0,Alcoholic Drinks,17.0,1.0,Total Volume,Grusifas SA,1000 litres,2019.0,31-12-19,7.0,0.776700023
4.0,Alcoholic Drinks,17.0,1.0,Total Volume,Grusifas SA,1000 litres,2020.0,31-12-20,8.0,0.76500003
4.0,Alcoholic Drinks,17.0,1.0,Total Volume,Grusifas SA,1000 litres,2021.0,31-12-21,9.0,0.751000015
4.0,Alcoholic Drinks,17.0,1.0,Total Volume,Bodegas Angel Fallabrino SA,1000 litres,2016.0,31-12-16,4.0,0.748575632
4.0,Alcoholic Drinks,17.0,1.0,Total Volume,Bodegas Angel Fallabrino SA,1000 litres,2017.0,31-12-17,5.0,0.759804225
4.0,Alcoholic Drinks,17.0,1.0,Total Volume,Bodegas Angel Fallabrino SA,1000 litres,2018.0,31-12-18,6.0,0.843382663
4.0,Alcoholic Drinks,17.0,1.0,Total Volume,Bodegas Angel Fallabrino SA,1000 litres,2019.0,31-12-19,7.0,0.806250457
4.0,Alcoholic Drinks,17.0,1.0,Total Volume,Bodegas Angel Fallabrino SA,1000 litres,2020.0,31-12-20,8.0,0.748000002
4.0,Alcoholic Drinks,17.0,1.0,Total Volume,Bodegas Angel Fallabrino SA,1000 litres,2021.0,31-12-21,9.0,0.67900003
4.0,Alcoholic Drinks,17.0,1.0,Total Volume,Bodegas Copa de Oro SA de CV,1000 litres,2016.0,31-12-16,4.0,0.450561243
4.0,Alcoholic Drinks,17.0,1.0,Total Volume,Bodegas Copa de Oro SA de CV,1000 litres,2017.0,31-12-17,5.0,0.457960014
4.0,Alcoholic Drinks,17.0,1.0,Total Volume,Bodegas Copa de Oro SA de CV,1000 litres,2018.0,31-12-18,6.0,0.462460017
4.0,Alcoholic Drinks,17.0,1.0,Total Volume,Bodegas Copa de Oro SA de CV,1000 litres,2019.0,31-12-19,7.0,0.468469993
4.0,Alcoholic Drinks,17.0,1.0,Total Volume,Bodegas Copa de Oro SA de CV,1000 litres,2020.0,31-12-20,8.0,0.477199989
4.0,Alcoholic Drinks,17.0,1.0,Total Volume,Bodegas Copa de Oro SA de CV,1000 litres,2021.0,31-12-21,9.0,0.486060001
