Location,Industry,Edition,Category,Subcategory,Hierarchy_Level,Data_Type,Outlet,Outlet_Hierarchy,Unit,Year_text,Year_date,Volume
7,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Mixed Retailers,2,1000 litres,2012,"Monday, 31 December 2012",11917.0302
7,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Mixed Retailers,2,1000 litres,2013,"Tuesday, 31 December 2013",11246.62421
7,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Mixed Retailers,2,1000 litres,2014,"Wednesday, 31 December 2014",10759.0206
7,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Mixed Retailers,2,1000 litres,2015,"Thursday, 31 December 2015",10298.235289999999
7,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Mixed Retailers,2,1000 litres,2016,"Saturday, 31 December 2016",10444.645989999999
7,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Mixed Retailers,2,1000 litres,2017,"Sunday, 31 December 2017",10540.72653
7,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Mixed Retailers,2,1000 litres,2018,"Monday, 31 December 2018",10553.095510000001
7,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Mixed Retailers,2,1000 litres,2019,"Tuesday, 31 December 2019",10401.346249999999
7,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Mixed Retailers,2,1000 litres,2020,"Thursday, 31 December 2020",10106.472119999999
7,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Mixed Retailers,2,1000 litres,2021,"Friday, 31 December 2021",10071.897809999999
1,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Internet Retailing,2,1000 litres,2007,"Monday, 31 December 2007",80731.24738
1,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Internet Retailing,2,1000 litres,2008,"Wednesday, 31 December 2008",85845.29316
1,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Internet Retailing,2,1000 litres,2009,"Thursday, 31 December 2009",85555.83513
1,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Internet Retailing,2,1000 litres,2010,"Friday, 31 December 2010",84578.31483
1,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Internet Retailing,2,1000 litres,2011,"Saturday, 31 December 2011",88432.05979
1,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Internet Retailing,2,1000 litres,2012,"Monday, 31 December 2012",92980.15367000001
1,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Internet Retailing,2,1000 litres,2013,"Tuesday, 31 December 2013",99760.84292
1,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Internet Retailing,2,1000 litres,2014,"Wednesday, 31 December 2014",104531.9349
1,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Internet Retailing,2,1000 litres,2015,"Thursday, 31 December 2015",185219.27120000002
1,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Internet Retailing,2,1000 litres,2016,"Saturday, 31 December 2016",322164.3568
1,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Internet Retailing,2,1000 litres,2017,"Sunday, 31 December 2017",382813.4507
1,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Internet Retailing,2,1000 litres,2018,"Monday, 31 December 2018",632269.0976999999
1,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Internet Retailing,2,1000 litres,2019,"Tuesday, 31 December 2019",946623.1248
1,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Internet Retailing,2,1000 litres,2020,"Thursday, 31 December 2020",1181764.465
1,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Internet Retailing,2,1000 litres,2021,"Friday, 31 December 2021",1376805.238
2,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Internet Retailing,2,1000 litres,2013,"Tuesday, 31 December 2013",4715.367621
2,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Internet Retailing,2,1000 litres,2014,"Wednesday, 31 December 2014",10302.250329999999
2,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Internet Retailing,2,1000 litres,2015,"Thursday, 31 December 2015",14644.05446
2,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Internet Retailing,2,1000 litres,2016,"Saturday, 31 December 2016",18220.356060000002
2,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Internet Retailing,2,1000 litres,2017,"Sunday, 31 December 2017",36918.426349999994
2,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Internet Retailing,2,1000 litres,2018,"Monday, 31 December 2018",44061.89962
2,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Internet Retailing,2,1000 litres,2019,"Tuesday, 31 December 2019",50024.606239999994
2,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Internet Retailing,2,1000 litres,2020,"Thursday, 31 December 2020",57021.73214
2,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Internet Retailing,2,1000 litres,2021,"Friday, 31 December 2021",64790.74793
3,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Internet Retailing,2,1000 litres,2007,"Monday, 31 December 2007",2074.978061
3,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Internet Retailing,2,1000 litres,2008,"Wednesday, 31 December 2008",2190.588528
3,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Internet Retailing,2,1000 litres,2009,"Thursday, 31 December 2009",2250.6022190000003
3,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Internet Retailing,2,1000 litres,2010,"Friday, 31 December 2010",7610.624471
3,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Internet Retailing,2,1000 litres,2011,"Saturday, 31 December 2011",8519.630640000001
3,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Internet Retailing,2,1000 litres,2012,"Monday, 31 December 2012",8797.76072
3,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Internet Retailing,2,1000 litres,2013,"Tuesday, 31 December 2013",12759.323330000001
3,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Internet Retailing,2,1000 litres,2014,"Wednesday, 31 December 2014",14474.17932
3,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Internet Retailing,2,1000 litres,2015,"Thursday, 31 December 2015",18364.71388
3,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Internet Retailing,2,1000 litres,2016,"Saturday, 31 December 2016",22594.147979999998
3,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Internet Retailing,2,1000 litres,2017,"Sunday, 31 December 2017",25127.87836
3,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Internet Retailing,2,1000 litres,2018,"Monday, 31 December 2018",25061.080719999998
3,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Internet Retailing,2,1000 litres,2019,"Tuesday, 31 December 2019",26068.96163
3,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Internet Retailing,2,1000 litres,2020,"Thursday, 31 December 2020",28402.707459999998
3,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Internet Retailing,2,1000 litres,2021,"Friday, 31 December 2021",31187.52259
4,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Internet Retailing,2,1000 litres,2007,"Monday, 31 December 2007",6770.22239
4,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Internet Retailing,2,1000 litres,2008,"Wednesday, 31 December 2008",8070.154383
4,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Internet Retailing,2,1000 litres,2009,"Thursday, 31 December 2009",9172.341056000001
4,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Internet Retailing,2,1000 litres,2010,"Friday, 31 December 2010",13217.9568
4,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Internet Retailing,2,1000 litres,2011,"Saturday, 31 December 2011",17107.47816
4,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Internet Retailing,2,1000 litres,2012,"Monday, 31 December 2012",23246.0698
4,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Internet Retailing,2,1000 litres,2013,"Tuesday, 31 December 2013",26310.9718
4,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Internet Retailing,2,1000 litres,2014,"Wednesday, 31 December 2014",30235.39503
4,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Internet Retailing,2,1000 litres,2015,"Thursday, 31 December 2015",33550.60733
4,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Internet Retailing,2,1000 litres,2016,"Saturday, 31 December 2016",56269.04058
4,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Internet Retailing,2,1000 litres,2017,"Sunday, 31 December 2017",64476.98512
4,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Internet Retailing,2,1000 litres,2018,"Monday, 31 December 2018",69672.21503
4,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Internet Retailing,2,1000 litres,2019,"Tuesday, 31 December 2019",72991.11871
4,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Internet Retailing,2,1000 litres,2020,"Thursday, 31 December 2020",76643.26386
4,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Internet Retailing,2,1000 litres,2021,"Friday, 31 December 2021",84849.69331
5,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Internet Retailing,2,1000 litres,2007,"Monday, 31 December 2007",117.259343
5,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Internet Retailing,2,1000 litres,2008,"Wednesday, 31 December 2008",190.208175
5,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Internet Retailing,2,1000 litres,2009,"Thursday, 31 December 2009",278.82801
5,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Internet Retailing,2,1000 litres,2010,"Friday, 31 December 2010",344.980991
5,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Internet Retailing,2,1000 litres,2011,"Saturday, 31 December 2011",430.65353
5,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Internet Retailing,2,1000 litres,2012,"Monday, 31 December 2012",509.013137
5,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Internet Retailing,2,1000 litres,2013,"Tuesday, 31 December 2013",669.2927950000001
5,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Internet Retailing,2,1000 litres,2014,"Wednesday, 31 December 2014",1349.131665
5,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Internet Retailing,2,1000 litres,2015,"Thursday, 31 December 2015",1375.659993
5,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Internet Retailing,2,1000 litres,2016,"Saturday, 31 December 2016",1446.1504929999999
5,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Internet Retailing,2,1000 litres,2017,"Sunday, 31 December 2017",1881.682665
5,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Internet Retailing,2,1000 litres,2018,"Monday, 31 December 2018",2584.8400319999996
5,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Internet Retailing,2,1000 litres,2019,"Tuesday, 31 December 2019",4418.13536
5,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Internet Retailing,2,1000 litres,2020,"Thursday, 31 December 2020",10416.79493
5,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Internet Retailing,2,1000 litres,2021,"Friday, 31 December 2021",17143.003920000003
6,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Internet Retailing,2,1000 litres,2007,"Monday, 31 December 2007",23255.60243
6,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Internet Retailing,2,1000 litres,2008,"Wednesday, 31 December 2008",27008.07803
6,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Internet Retailing,2,1000 litres,2009,"Thursday, 31 December 2009",52896.902590000005
6,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Internet Retailing,2,1000 litres,2010,"Friday, 31 December 2010",77864.84904
6,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Internet Retailing,2,1000 litres,2011,"Saturday, 31 December 2011",75359.37454
6,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Internet Retailing,2,1000 litres,2012,"Monday, 31 December 2012",78545.03348
6,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Internet Retailing,2,1000 litres,2013,"Tuesday, 31 December 2013",82657.28281
6,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Internet Retailing,2,1000 litres,2014,"Wednesday, 31 December 2014",73338.80197
6,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Internet Retailing,2,1000 litres,2015,"Thursday, 31 December 2015",71880.32072
6,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Internet Retailing,2,1000 litres,2016,"Saturday, 31 December 2016",76948.75988
6,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Internet Retailing,2,1000 litres,2017,"Sunday, 31 December 2017",83088.57463
6,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Internet Retailing,2,1000 litres,2018,"Monday, 31 December 2018",89912.76524
6,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Internet Retailing,2,1000 litres,2019,"Tuesday, 31 December 2019",97188.67255
6,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Internet Retailing,2,1000 litres,2020,"Thursday, 31 December 2020",107597.8012
6,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Internet Retailing,2,1000 litres,2021,"Friday, 31 December 2021",121940.14020000001
7,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Internet Retailing,2,1000 litres,2007,"Monday, 31 December 2007",47146.75395
7,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Internet Retailing,2,1000 litres,2008,"Wednesday, 31 December 2008",58770.80038
7,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Internet Retailing,2,1000 litres,2009,"Thursday, 31 December 2009",85819.45887
7,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Internet Retailing,2,1000 litres,2010,"Friday, 31 December 2010",104149.7448
7,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Internet Retailing,2,1000 litres,2011,"Saturday, 31 December 2011",121417.4527
7,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Internet Retailing,2,1000 litres,2012,"Monday, 31 December 2012",139263.0579
7,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Internet Retailing,2,1000 litres,2013,"Tuesday, 31 December 2013",149732.516
7,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Internet Retailing,2,1000 litres,2014,"Wednesday, 31 December 2014",159308.0785
7,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Internet Retailing,2,1000 litres,2015,"Thursday, 31 December 2015",180669.53319999998
7,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Internet Retailing,2,1000 litres,2016,"Saturday, 31 December 2016",200065.35160000002
7,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Internet Retailing,2,1000 litres,2017,"Sunday, 31 December 2017",230626.5512
7,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Internet Retailing,2,1000 litres,2018,"Monday, 31 December 2018",256470.4585
7,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Internet Retailing,2,1000 litres,2019,"Tuesday, 31 December 2019",282517.24309999996
7,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Internet Retailing,2,1000 litres,2020,"Thursday, 31 December 2020",303205.9254
7,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Internet Retailing,2,1000 litres,2021,"Friday, 31 December 2021",310431.1376
1,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Internet Retailing,2,1000 litres,2007,"Monday, 31 December 2007",5.84215273
1,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Internet Retailing,2,1000 litres,2008,"Wednesday, 31 December 2008",6.979356876
1,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Internet Retailing,2,1000 litres,2009,"Thursday, 31 December 2009",7.584667641
1,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Internet Retailing,2,1000 litres,2010,"Friday, 31 December 2010",8.135387075
1,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Internet Retailing,2,1000 litres,2011,"Saturday, 31 December 2011",7.86003841
1,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Internet Retailing,2,1000 litres,2012,"Monday, 31 December 2012",8.591254903
1,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Internet Retailing,2,1000 litres,2013,"Tuesday, 31 December 2013",9.208292913
1,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Internet Retailing,2,1000 litres,2014,"Wednesday, 31 December 2014",10.67692927
1,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Internet Retailing,2,1000 litres,2015,"Thursday, 31 December 2015",12.04714158
1,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Internet Retailing,2,1000 litres,2016,"Saturday, 31 December 2016",13.19282523
1,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Internet Retailing,2,1000 litres,2017,"Sunday, 31 December 2017",14.76563583
1,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Internet Retailing,2,1000 litres,2018,"Monday, 31 December 2018",17.18719192
1,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Internet Retailing,2,1000 litres,2019,"Tuesday, 31 December 2019",21.21582213
1,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Internet Retailing,2,1000 litres,2020,"Thursday, 31 December 2020",23.29779586
1,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Internet Retailing,2,1000 litres,2021,"Friday, 31 December 2021",25.15689192
2,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Internet Retailing,2,1000 litres,2013,"Tuesday, 31 December 2013",0.38203836
2,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Internet Retailing,2,1000 litres,2014,"Wednesday, 31 December 2014",0.916257013
2,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Internet Retailing,2,1000 litres,2015,"Thursday, 31 December 2015",1.485268169
2,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Internet Retailing,2,1000 litres,2016,"Saturday, 31 December 2016",2.134293512
2,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Internet Retailing,2,1000 litres,2017,"Sunday, 31 December 2017",2.38357449
2,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Internet Retailing,2,1000 litres,2018,"Monday, 31 December 2018",2.738326601
2,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Internet Retailing,2,1000 litres,2019,"Tuesday, 31 December 2019",2.856084344
2,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Internet Retailing,2,1000 litres,2020,"Thursday, 31 December 2020",2.998649507
2,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Internet Retailing,2,1000 litres,2021,"Friday, 31 December 2021",3.138949623
3,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Internet Retailing,2,1000 litres,2007,"Monday, 31 December 2007",0.001304267
3,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Internet Retailing,2,1000 litres,2008,"Wednesday, 31 December 2008",0.002675492
3,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Internet Retailing,2,1000 litres,2009,"Thursday, 31 December 2009",0.002362214
3,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Internet Retailing,2,1000 litres,2010,"Friday, 31 December 2010",0.002543735
3,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Internet Retailing,2,1000 litres,2011,"Saturday, 31 December 2011",0.006251818
3,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Internet Retailing,2,1000 litres,2012,"Monday, 31 December 2012",0.111752966
3,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Internet Retailing,2,1000 litres,2013,"Tuesday, 31 December 2013",0.161473956
3,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Internet Retailing,2,1000 litres,2014,"Wednesday, 31 December 2014",0.181142864
3,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Internet Retailing,2,1000 litres,2015,"Thursday, 31 December 2015",0.220581157
3,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Internet Retailing,2,1000 litres,2016,"Saturday, 31 December 2016",0.254310233
3,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Internet Retailing,2,1000 litres,2017,"Sunday, 31 December 2017",0.284725544
3,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Internet Retailing,2,1000 litres,2018,"Monday, 31 December 2018",0.220372771
3,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Internet Retailing,2,1000 litres,2019,"Tuesday, 31 December 2019",0.216227383
3,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Internet Retailing,2,1000 litres,2020,"Thursday, 31 December 2020",0.166744233
3,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Internet Retailing,2,1000 litres,2021,"Friday, 31 December 2021",0.220694959
4,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Internet Retailing,2,1000 litres,2007,"Monday, 31 December 2007",0.000905262
4,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Internet Retailing,2,1000 litres,2008,"Wednesday, 31 December 2008",0.00133742
4,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Internet Retailing,2,1000 litres,2009,"Thursday, 31 December 2009",0.002385204
4,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Internet Retailing,2,1000 litres,2010,"Friday, 31 December 2010",0.018425945
4,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Internet Retailing,2,1000 litres,2011,"Saturday, 31 December 2011",0.038649248
4,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Internet Retailing,2,1000 litres,2012,"Monday, 31 December 2012",0.06061361
4,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Internet Retailing,2,1000 litres,2013,"Tuesday, 31 December 2013",0.101065732
4,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Internet Retailing,2,1000 litres,2014,"Wednesday, 31 December 2014",0.125543782
4,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Internet Retailing,2,1000 litres,2015,"Thursday, 31 December 2015",0.150408625
4,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Internet Retailing,2,1000 litres,2016,"Saturday, 31 December 2016",0.200470148
4,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Internet Retailing,2,1000 litres,2017,"Sunday, 31 December 2017",0.231472772
4,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Internet Retailing,2,1000 litres,2018,"Monday, 31 December 2018",0.303582439
4,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Internet Retailing,2,1000 litres,2019,"Tuesday, 31 December 2019",0.496328358
4,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Internet Retailing,2,1000 litres,2020,"Thursday, 31 December 2020",0.460009284
4,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Internet Retailing,2,1000 litres,2021,"Friday, 31 December 2021",0.422820581
5,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Internet Retailing,2,1000 litres,2007,"Monday, 31 December 2007",0.001276465
5,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Internet Retailing,2,1000 litres,2008,"Wednesday, 31 December 2008",0.001020562
5,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Internet Retailing,2,1000 litres,2009,"Thursday, 31 December 2009",0.000825727
5,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Internet Retailing,2,1000 litres,2010,"Friday, 31 December 2010",0.000728791
5,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Internet Retailing,2,1000 litres,2011,"Saturday, 31 December 2011",0.000640431
5,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Internet Retailing,2,1000 litres,2012,"Monday, 31 December 2012",0.000572055
