Location,Industry,Edition,Category,Subcategory,Hierarchy_Level,Data_Type,Outlet,Outlet_Hierarchy,Unit,Year_text,Year_date,Volume
1,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,1000 litres,2016,"Saturday, 31 December 2016",0.786468553
1,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,1000 litres,2017,"Sunday, 31 December 2017",0.889249965
1,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,1000 litres,2018,"Monday, 31 December 2018",1.042763316
1,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,1000 litres,2019,"Tuesday, 31 December 2019",1.257692404
1,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,1000 litres,2020,"Thursday, 31 December 2020",1.411950196
1,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,1000 litres,2021,"Friday, 31 December 2021",1.563270633
2,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,1000 litres,2007,"Monday, 31 December 2007",0.925187635
2,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,1000 litres,2008,"Wednesday, 31 December 2008",0.929926012
2,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,1000 litres,2009,"Thursday, 31 December 2009",0.942294098
2,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,1000 litres,2010,"Friday, 31 December 2010",0.982762723
2,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,1000 litres,2011,"Saturday, 31 December 2011",1.011458526
2,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,1000 litres,2012,"Monday, 31 December 2012",1.034866892
2,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,1000 litres,2013,"Tuesday, 31 December 2013",1.180430957
2,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,1000 litres,2014,"Wednesday, 31 December 2014",1.415127758
2,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,1000 litres,2015,"Thursday, 31 December 2015",1.635353454
2,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,1000 litres,2016,"Saturday, 31 December 2016",1.892135848
2,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,1000 litres,2017,"Sunday, 31 December 2017",2.500342325
2,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,1000 litres,2018,"Monday, 31 December 2018",3.102069318
2,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,1000 litres,2019,"Tuesday, 31 December 2019",3.797622666
2,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,1000 litres,2020,"Thursday, 31 December 2020",4.459722657
2,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,1000 litres,2021,"Friday, 31 December 2021",5.134203774
3,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,1000 litres,2007,"Monday, 31 December 2007",2.671831856
3,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,1000 litres,2008,"Wednesday, 31 December 2008",3.982291625
3,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,1000 litres,2009,"Thursday, 31 December 2009",6.931731708
3,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,1000 litres,2010,"Friday, 31 December 2010",13.2938231
3,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,1000 litres,2011,"Saturday, 31 December 2011",16.60629588
3,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,1000 litres,2012,"Monday, 31 December 2012",13.58094955
3,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,1000 litres,2013,"Tuesday, 31 December 2013",12.63598078
3,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,1000 litres,2014,"Wednesday, 31 December 2014",13.66379708
3,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,1000 litres,2015,"Thursday, 31 December 2015",17.25913404
3,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,1000 litres,2016,"Saturday, 31 December 2016",20.41708469
3,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,1000 litres,2017,"Sunday, 31 December 2017",22.60143165
3,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,1000 litres,2018,"Monday, 31 December 2018",27.15963526
3,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,1000 litres,2019,"Tuesday, 31 December 2019",31.60205379
3,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,1000 litres,2020,"Thursday, 31 December 2020",39.33108309
3,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,1000 litres,2021,"Friday, 31 December 2021",38.57777665
4,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,1000 litres,2007,"Monday, 31 December 2007",25.0815039
4,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,1000 litres,2008,"Wednesday, 31 December 2008",25.5989228
4,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,1000 litres,2009,"Thursday, 31 December 2009",27.81094175
4,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,1000 litres,2010,"Friday, 31 December 2010",29.10251545
4,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,1000 litres,2011,"Saturday, 31 December 2011",29.79067879
4,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,1000 litres,2012,"Monday, 31 December 2012",29.84740579
4,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,1000 litres,2013,"Tuesday, 31 December 2013",29.55911719
4,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,1000 litres,2014,"Wednesday, 31 December 2014",30.73556419
4,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,1000 litres,2015,"Thursday, 31 December 2015",32.08619767
4,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,1000 litres,2016,"Saturday, 31 December 2016",32.98131232
4,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,1000 litres,2017,"Sunday, 31 December 2017",30.6530462
4,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,1000 litres,2018,"Monday, 31 December 2018",31.08193736
4,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,1000 litres,2019,"Tuesday, 31 December 2019",30.54192215
4,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,1000 litres,2020,"Thursday, 31 December 2020",30.36484611
4,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,1000 litres,2021,"Friday, 31 December 2021",31.81350786
5,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,1000 litres,2007,"Monday, 31 December 2007",0.099781111
5,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,1000 litres,2008,"Wednesday, 31 December 2008",0.102659201
5,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,1000 litres,2009,"Thursday, 31 December 2009",0.099695141
5,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,1000 litres,2010,"Friday, 31 December 2010",0.094743785
5,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,1000 litres,2011,"Saturday, 31 December 2011",0.063381596
5,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,1000 litres,2012,"Monday, 31 December 2012",0.068307
5,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,1000 litres,2013,"Tuesday, 31 December 2013",0.091619257
5,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,1000 litres,2014,"Wednesday, 31 December 2014",0.107728765
5,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,1000 litres,2015,"Thursday, 31 December 2015",0.106766286
5,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,1000 litres,2016,"Saturday, 31 December 2016",0.627422426
5,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,1000 litres,2017,"Sunday, 31 December 2017",0.534419743
5,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,1000 litres,2018,"Monday, 31 December 2018",0.578674938
5,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,1000 litres,2019,"Tuesday, 31 December 2019",0.669294316
5,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,1000 litres,2020,"Thursday, 31 December 2020",0.674254936
5,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,1000 litres,2021,"Friday, 31 December 2021",0.707776292
6,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,1000 litres,2007,"Monday, 31 December 2007",12.67173119
6,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,1000 litres,2008,"Wednesday, 31 December 2008",11.98182482
6,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,1000 litres,2009,"Thursday, 31 December 2009",11.89937448
6,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,1000 litres,2010,"Friday, 31 December 2010",12.13055601
6,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,1000 litres,2011,"Saturday, 31 December 2011",12.5616581
6,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,1000 litres,2012,"Monday, 31 December 2012",13.4150807
6,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,1000 litres,2013,"Tuesday, 31 December 2013",14.17969514
6,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,1000 litres,2014,"Wednesday, 31 December 2014",15.23337993
6,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,1000 litres,2015,"Thursday, 31 December 2015",19.16840589
6,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,1000 litres,2016,"Saturday, 31 December 2016",30.98585098
6,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,1000 litres,2017,"Sunday, 31 December 2017",50.53141363
6,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,1000 litres,2018,"Monday, 31 December 2018",72.55880547
6,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,1000 litres,2019,"Tuesday, 31 December 2019",77.71105854
6,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,1000 litres,2020,"Thursday, 31 December 2020",69.06896347
6,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,1000 litres,2021,"Friday, 31 December 2021",65.19435779
7,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,1000 litres,2007,"Monday, 31 December 2007",144.2617965
7,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,1000 litres,2008,"Wednesday, 31 December 2008",143.7852464
7,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,1000 litres,2009,"Thursday, 31 December 2009",140.5322244
7,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,1000 litres,2010,"Friday, 31 December 2010",145.3566436
7,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,1000 litres,2011,"Saturday, 31 December 2011",149.5588019
7,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,1000 litres,2012,"Monday, 31 December 2012",147.4617787
7,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,1000 litres,2013,"Tuesday, 31 December 2013",155.1155705
7,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,1000 litres,2014,"Wednesday, 31 December 2014",157.8323479
7,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,1000 litres,2015,"Thursday, 31 December 2015",160.0843719
7,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,1000 litres,2016,"Saturday, 31 December 2016",164.6022356
7,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,1000 litres,2017,"Sunday, 31 December 2017",165.8438746
7,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,1000 litres,2018,"Monday, 31 December 2018",165.8834821
7,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,1000 litres,2019,"Tuesday, 31 December 2019",163.1922768
7,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,1000 litres,2020,"Thursday, 31 December 2020",164.9699956
7,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,1000 litres,2021,"Friday, 31 December 2021",165.3047522
1,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,1000 litres,2007,"Monday, 31 December 2007",255.7872899
1,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,1000 litres,2008,"Wednesday, 31 December 2008",285.1663025
1,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,1000 litres,2009,"Thursday, 31 December 2009",316.7488697
1,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,1000 litres,2010,"Friday, 31 December 2010",311.8490222
1,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,1000 litres,2011,"Saturday, 31 December 2011",298.1812417
1,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,1000 litres,2012,"Monday, 31 December 2012",302.457284
1,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,1000 litres,2013,"Tuesday, 31 December 2013",326.7775453
1,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,1000 litres,2014,"Wednesday, 31 December 2014",347.2165439
1,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,1000 litres,2015,"Thursday, 31 December 2015",361.63718
1,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,1000 litres,2016,"Saturday, 31 December 2016",386.8638601
1,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,1000 litres,2017,"Sunday, 31 December 2017",406.105919
1,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,1000 litres,2018,"Monday, 31 December 2018",454.1919209
1,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,1000 litres,2019,"Tuesday, 31 December 2019",511.4167176
1,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,1000 litres,2020,"Thursday, 31 December 2020",563.4509933
1,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,1000 litres,2021,"Friday, 31 December 2021",608.6015564
2,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,1000 litres,2007,"Monday, 31 December 2007",0.684365896
2,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,1000 litres,2008,"Wednesday, 31 December 2008",0.775826722
2,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,1000 litres,2009,"Thursday, 31 December 2009",0.860430656
2,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,1000 litres,2010,"Friday, 31 December 2010",0.939706039
2,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,1000 litres,2011,"Saturday, 31 December 2011",1.029536109
2,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,1000 litres,2012,"Monday, 31 December 2012",0.87456075
2,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,1000 litres,2013,"Tuesday, 31 December 2013",0.764076719
2,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,1000 litres,2014,"Wednesday, 31 December 2014",0.74807179
2,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,1000 litres,2015,"Thursday, 31 December 2015",0.740702461
2,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,1000 litres,2016,"Saturday, 31 December 2016",0.736674951
2,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,1000 litres,2017,"Sunday, 31 December 2017",0.704493593
2,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,1000 litres,2018,"Monday, 31 December 2018",0.671465829
2,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,1000 litres,2019,"Tuesday, 31 December 2019",0.648493042
2,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,1000 litres,2020,"Thursday, 31 December 2020",0.63469034
2,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,1000 litres,2021,"Friday, 31 December 2021",0.622138666
3,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,1000 litres,2007,"Monday, 31 December 2007",75.44785562
3,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,1000 litres,2008,"Wednesday, 31 December 2008",91.63411742
3,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,1000 litres,2009,"Thursday, 31 December 2009",108.3569691
3,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,1000 litres,2010,"Friday, 31 December 2010",132.753625
3,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,1000 litres,2011,"Saturday, 31 December 2011",118.8659957
3,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,1000 litres,2012,"Monday, 31 December 2012",133.5461439
3,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,1000 litres,2013,"Tuesday, 31 December 2013",127.3673223
3,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,1000 litres,2014,"Wednesday, 31 December 2014",106.9717682
3,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,1000 litres,2015,"Thursday, 31 December 2015",114.6039164
3,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,1000 litres,2016,"Saturday, 31 December 2016",105.2656462
3,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,1000 litres,2017,"Sunday, 31 December 2017",106.3807389
3,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,1000 litres,2018,"Monday, 31 December 2018",95.32711812
3,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,1000 litres,2019,"Tuesday, 31 December 2019",80.15420389
3,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,1000 litres,2020,"Thursday, 31 December 2020",55.92004969
3,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,1000 litres,2021,"Friday, 31 December 2021",47.52722568
4,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,1000 litres,2007,"Monday, 31 December 2007",35.42977872
4,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,1000 litres,2008,"Wednesday, 31 December 2008",44.21418521
4,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,1000 litres,2009,"Thursday, 31 December 2009",47.9651434
4,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,1000 litres,2010,"Friday, 31 December 2010",50.07226734
4,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,1000 litres,2011,"Saturday, 31 December 2011",52.95604513
4,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,1000 litres,2012,"Monday, 31 December 2012",55.7051365
4,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,1000 litres,2013,"Tuesday, 31 December 2013",54.93339061
4,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,1000 litres,2014,"Wednesday, 31 December 2014",57.68097457
4,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,1000 litres,2015,"Thursday, 31 December 2015",62.83287821
4,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,1000 litres,2016,"Saturday, 31 December 2016",63.68095406
4,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,1000 litres,2017,"Sunday, 31 December 2017",67.24467984
4,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,1000 litres,2018,"Monday, 31 December 2018",71.04192693
4,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,1000 litres,2019,"Tuesday, 31 December 2019",80.3055092
4,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,1000 litres,2020,"Thursday, 31 December 2020",80.42672564
4,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,1000 litres,2021,"Friday, 31 December 2021",81.29704182
5,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,1000 litres,2007,"Monday, 31 December 2007",1.852767694
5,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,1000 litres,2008,"Wednesday, 31 December 2008",1.959963905
5,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,1000 litres,2009,"Thursday, 31 December 2009",2.173481477
5,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,1000 litres,2010,"Friday, 31 December 2010",2.427663989
